short_title,title,code or value,description,count,Lookup,Column
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNICLC_2,"URDNICLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",.,Missing,183,URDNICLC_.,URDNICLC_Missing
URXNNCT,"URXNNCT - Nornicotine, urine (ng/mL)",1.77 to 613,Range of Values,614,URXNNCT_1.77 to 613,URXNNCT_Range of Values
URXNNCT,"URXNNCT - Nornicotine, urine (ng/mL)",.,Missing,2141,URXNNCT_.,URXNNCT_Missing
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",0,At or above detection limit,486,URDNCTLC_0,URDNCTLC_At or above detection limit
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",1,Below lower detection limit,128,URDNCTLC_1,URDNCTLC_Below lower detection limit
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNCTLC_2,"URDNCTLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",.,Missing,184,URDNCTLC_.,URDNCTLC_Missing
URXNOXT,"URXNOXT - Nicotine-1 N-oxide, urine 
(ng/mL)",1.77 to 6120,Range of Values,615,URXNOXT_1.77 to 6120,URXNOXT_Range of Values
URXNOXT,"URXNOXT - Nicotine-1 N-oxide, urine 
(ng/mL)",.,Missing,2140,URXNOXT_.,URXNOXT_Missing
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",0,At or above detection limit,579,URDNOXLC_0,URDNOXLC_At or above detection limit
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",1,Below lower detection limit,36,URDNOXLC_1,URDNOXLC_Below lower detection limit
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNOXLC_2,"URDNOXLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",.,Missing,183,URDNOXLC_.,URDNOXLC_Missing
URDTNE2,URDTNE2 - TNE - 2 (nmol/mL),0.0002 to 519.4,Range of Values,2572,URDTNE2_0.0002 to 519.4,URDTNE2_Range of Values
URDTNE2,URDTNE2 - TNE - 2 (nmol/mL),.,Missing,183,URDTNE2_.,URDTNE2_Missing
URDTNE3,URDTNE3 - TNE - 3 (nmol/mL),0.255 to 717.3,Range of Values,615,URDTNE3_0.255 to 717.3,URDTNE3_Range of Values
URDTNE3,URDTNE3 - TNE - 3 (nmol/mL),.,Missing,2140,URDTNE3_.,URDTNE3_Missing
URDTNE6,URDTNE6 - TNE - 6 (nmol/mL),0.2983 to 768.2,Range of Values,614,URDTNE6_0.2983 to 768.2,URDTNE6_Range of Values
URDTNE6,URDTNE6 - TNE - 6 (nmol/mL),.,Missing,2141,URDTNE6_.,URDTNE6_Missing
WTFSM,WTFSM - Two Year Smoking Weights,6426.907677 to 456840.9815,Range of Values,2546,WTFSM_6426.907677 to 456840.9815,WTFSM_Range of Values
WTFSM,WTFSM - Two Year Smoking Weights,0,No Lab Result,59,WTFSM_0,WTFSM_No Lab Result
WTFSM,WTFSM - Two Year Smoking Weights,.,Missing,0,WTFSM_.,WTFSM_Missing
URXCOTT,"URXCOTT - Total Cotinine, urine (ng/mL)",0.021 to 26800,Range of Values,2453,URXCOTT_0.021 to 26800,URXCOTT_Range of Values
URXCOTT,"URXCOTT - Total Cotinine, urine (ng/mL)",.,Missing,152,URXCOTT_.,URXCOTT_Missing
URDCOTLC,"URDCOTLC - Total Cotinine, urine Comment 
Code",0,At or above detection limit,2409,URDCOTLC_0,URDCOTLC_At or above detection limit
URDCOTLC,"URDCOTLC - Total Cotinine, urine Comment 
Code",1,Below lower detection limit,44,URDCOTLC_1,URDCOTLC_Below lower detection limit
URDCOTLC,"URDCOTLC - Total Cotinine, urine Comment 
Code",.,Missing,152,URDCOTLC_.,URDCOTLC_Missing
URXHCTT,"URXHCTT - Total Hydroxycotinine, urine 
(ng/mL)",0.021 to 70600,Range of Values,2453,URXHCTT_0.021 to 70600,URXHCTT_Range of Values
URXHCTT,"URXHCTT - Total Hydroxycotinine, urine 
(ng/mL)",.,Missing,152,URXHCTT_.,URXHCTT_Missing
URDHCTLC,"URDHCTLC - Total Hydroxycotinine, urine Comt 
Code",0,At or above detection limit,2414,URDHCTLC_0,URDHCTLC_At or above detection limit
URDHCTLC,"URDHCTLC - Total Hydroxycotinine, urine Comt 
Code",1,Below lower detection limit,39,URDHCTLC_1,URDHCTLC_Below lower detection limit
URDHCTLC,"URDHCTLC - Total Hydroxycotinine, urine Comt 
Code",.,Missing,152,URDHCTLC_.,URDHCTLC_Missing
URXANBT,"URXANBT - Anabasine, urine (ng/mL)",0.36 to 171,Range of Values,1119,URXANBT_0.36 to 171,URXANBT_Range of Values
URXANBT,"URXANBT - Anabasine, urine (ng/mL)",.,Missing,1486,URXANBT_.,URXANBT_Missing
URDANBLC,"URDANBLC - Anabasine, urine Comment Code",0,At or above detection limit,1021,URDANBLC_0,URDANBLC_At or above detection limit
URDANBLC,"URDANBLC - Anabasine, urine Comment Code",1,Below lower detection limit,98,URDANBLC_1,URDANBLC_Below lower detection limit
URDANBLC,"URDANBLC - Anabasine, urine Comment Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDANBLC_2,"URDANBLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDANBLC,"URDANBLC - Anabasine, urine Comment Code",.,Missing,152,URDANBLC_.,URDANBLC_Missing
URXANTT,"URXANTT - Anatabine, urine (ng/mL)",0.28 to 462,Range of Values,1119,URXANTT_0.28 to 462,URXANTT_Range of Values
URXANTT,"URXANTT - Anatabine, urine (ng/mL)",.,Missing,1486,URXANTT_.,URXANTT_Missing
URDANTLC,"URDANTLC - Anatabine, urine Comment Code",0,At or above detection limit,1023,URDANTLC_0,URDANTLC_At or above detection limit
URDANTLC,"URDANTLC - Anatabine, urine Comment Code",1,Below lower detection limit,96,URDANTLC_1,URDANTLC_Below lower detection limit
URDANTLC,"URDANTLC - Anatabine, urine Comment Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDANTLC_2,"URDANTLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDANTLC,"URDANTLC - Anatabine, urine Comment Code",.,Missing,152,URDANTLC_.,URDANTLC_Missing
URXCOXT,"URXCOXT - Cotinine-n-oxide, urine (ng/mL)",1.43 to 3280,Range of Values,1119,URXCOXT_1.43 to 3280,URXCOXT_Range of Values
URXCOXT,"URXCOXT - Cotinine-n-oxide, urine (ng/mL)",.,Missing,1486,URXCOXT_.,URXCOXT_Missing
URDCOXLC,"URDCOXLC - Cotinine-n-oxide, urine Comment 
Code",0,At or above detection limit,1114,URDCOXLC_0,URDCOXLC_At or above detection limit
URDCOXLC,"URDCOXLC - Cotinine-n-oxide, urine Comment 
Code",1,Below lower detection limit,5,URDCOXLC_1,URDCOXLC_Below lower detection limit
URDCOXLC,"URDCOXLC - Cotinine-n-oxide, urine Comment 
Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDCOXLC_2,"URDCOXLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDCOXLC,"URDCOXLC - Cotinine-n-oxide, urine Comment 
Code",.,Missing,152,URDCOXLC_.,URDCOXLC_Missing
URXNICT,"URXNICT - Nicotine, urine (ng/mL)",7.42 to 32100,Range of Values,1119,URXNICT_7.42 to 32100,URXNICT_Range of Values
URXNICT,"URXNICT - Nicotine, urine (ng/mL)",.,Missing,1486,URXNICT_.,URXNICT_Missing
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",0,At or above detection limit,1066,URDNICLC_0,URDNICLC_At or above detection limit
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",1,Below lower detection limit,53,URDNICLC_1,URDNICLC_Below lower detection limit
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNICLC_2,"URDNICLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNICLC,"URDNICLC - Nicotine, urine Comment Code",.,Missing,152,URDNICLC_.,URDNICLC_Missing
URXNNCT,"URXNNCT - Nornicotine, urine (ng/mL)",1.77 to 613,Range of Values,1118,URXNNCT_1.77 to 613,URXNNCT_Range of Values
URXNNCT,"URXNNCT - Nornicotine, urine (ng/mL)",.,Missing,1487,URXNNCT_.,URXNNCT_Missing
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",0,At or above detection limit,1036,URDNCTLC_0,URDNCTLC_At or above detection limit
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",1,Below lower detection limit,82,URDNCTLC_1,URDNCTLC_Below lower detection limit
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNCTLC_2,"URDNCTLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNCTLC,"URDNCTLC - Nornicotine, urine Comment 
Code",.,Missing,153,URDNCTLC_.,URDNCTLC_Missing
URXNOXT,"URXNOXT - Nicotine-1 N-oxide, urine 
(ng/mL)",1.77 to 6120,Range of Values,1119,URXNOXT_1.77 to 6120,URXNOXT_Range of Values
URXNOXT,"URXNOXT - Nicotine-1 N-oxide, urine 
(ng/mL)",.,Missing,1486,URXNOXT_.,URXNOXT_Missing
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",0,At or above detection limit,1092,URDNOXLC_0,URDNOXLC_At or above detection limit
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",1,Below lower detection limit,27,URDNOXLC_1,URDNOXLC_Below lower detection limit
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",2,"Result not obtained, cotinine (URXCOTT) result below 20 ",      ng/mL,URDNOXLC_2,"URDNOXLC_Result not obtained, cotinine (URXCOTT) result below 20 "
URDNOXLC,"URDNOXLC - Nicotine-1 N-oxide, urine Comment 
Code",.,Missing,152,URDNOXLC_.,URDNOXLC_Missing
URDTNE2,URDTNE2 - TNE - 2 (nmol/mL),0.0002 to 519.4,Range of Values,2453,URDTNE2_0.0002 to 519.4,URDTNE2_Range of Values
URDTNE2,URDTNE2 - TNE - 2 (nmol/mL),.,Missing,152,URDTNE2_.,URDTNE2_Missing
URDTNE3,URDTNE3 - TNE - 3 (nmol/mL),0.2757 to 717.3,Range of Values,1119,URDTNE3_0.2757 to 717.3,URDTNE3_Range of Values
URDTNE3,URDTNE3 - TNE - 3 (nmol/mL),.,Missing,1486,URDTNE3_.,URDTNE3_Missing
URDTNE6,URDTNE6 - TNE - 6 (nmol/mL),0.3229 to 768.2,Range of Values,1118,URDTNE6_0.3229 to 768.2,URDTNE6_Range of Values
URDTNE6,URDTNE6 - TNE - 6 (nmol/mL),.,Missing,1487,URDTNE6_.,URDTNE6_Missing
WTSC2YR,WTSC2YR - Environmental Subsample C Weights,14405.432403 to 541782.13734,Range of Values,2713,WTSC2YR_14405.432403 to 541782.13734,WTSC2YR_Range of Values
WTSC2YR,WTSC2YR - Environmental Subsample C Weights,0,No Lab Result,46,WTSC2YR_0,WTSC2YR_No Lab Result
WTSC2YR,WTSC2YR - Environmental Subsample C Weights,.,Missing,0,WTSC2YR_.,WTSC2YR_Missing
URXUCR,"URXUCR - Creatinine, urine (mg/dL)",5 to 520,Range of Values,2679,URXUCR_5 to 520,URXUCR_Range of Values
URXUCR,"URXUCR - Creatinine, urine (mg/dL)",.,Missing,80,URXUCR_.,URXUCR_Missing
URXDEE,URXDEE - DEET (ug/L),0.0587 to 119,Range of Values,2667,URXDEE_0.0587 to 119,URXDEE_Range of Values
URXDEE,URXDEE - DEET (ug/L),.,Missing,92,URXDEE_.,URXDEE_Missing
URDDEELC,URDDEELC - DEET comment code,0,At or above detection limit,141,URDDEELC_0,URDDEELC_At or above detection limit
URDDEELC,URDDEELC - DEET comment code,1,Below lower detection limit,2526,URDDEELC_1,URDDEELC_Below lower detection limit
URDDEELC,URDDEELC - DEET comment code,.,Missing,92,URDDEELC_.,URDDEELC_Missing
URXDEA,URXDEA - DEET acid (ug/L),0.3359 to 382000,Range of Values,2663,URXDEA_0.3359 to 382000,URXDEA_Range of Values
URXDEA,URXDEA - DEET acid (ug/L),.,Missing,96,URXDEA_.,URXDEA_Missing
URDDEALC,URDDEALC - DEET acid comment code,0,At or above detection limit,2172,URDDEALC_0,URDDEALC_At or above detection limit
URDDEALC,URDDEALC - DEET acid comment code,1,Below lower detection limit,491,URDDEALC_1,URDDEALC_Below lower detection limit
URDDEALC,URDDEALC - DEET acid comment code,.,Missing,96,URDDEALC_.,URDDEALC_Missing
URXDHD,URXDHD - Desethyl hydroxy DEET (ug/L),0.0629 to 11400,Range of Values,2659,URXDHD_0.0629 to 11400,URXDHD_Range of Values
URXDHD,URXDHD - Desethyl hydroxy DEET (ug/L),.,Missing,100,URXDHD_.,URXDHD_Missing
URDDHDLC,URDDHDLC - Desethyl hydroxy DEET Comment Code,0,At or above detection limit,217,URDDHDLC_0,URDDHDLC_At or above detection limit
URDDHDLC,URDDHDLC - Desethyl hydroxy DEET Comment Code,1,Below lower detection limit,2442,URDDHDLC_1,URDDHDLC_Below lower detection limit
URDDHDLC,URDDHDLC - Desethyl hydroxy DEET Comment Code,.,Missing,100,URDDHDLC_.,URDDHDLC_Missing
PHQ020,PHQ020 - Coffee or tea with cream or sugar?,1,Yes,129,PHQ020_1,PHQ020_Yes
PHQ020,PHQ020 - Coffee or tea with cream or sugar?,2,No,9053,PHQ020_2,PHQ020_No
PHQ020,PHQ020 - Coffee or tea with cream or sugar?,.,Missing,240,PHQ020_.,PHQ020_Missing
PHACOFHR,PHACOFHR - Coffee/tea fast time (hours),0 to 18,Range of Values,129,PHACOFHR_0 to 18,PHACOFHR_Range of Values
PHACOFHR,PHACOFHR - Coffee/tea fast time (hours),.,Missing,9293,PHACOFHR_.,PHACOFHR_Missing
PHACOFMN,PHACOFMN - Coffee/tea fast time (minutes),0 to 59,Range of Values,129,PHACOFMN_0 to 59,PHACOFMN_Range of Values
PHACOFMN,PHACOFMN - Coffee/tea fast time (minutes),.,Missing,9293,PHACOFMN_.,PHACOFMN_Missing
PHQ030,"PHQ030 - Alcohol, such as beer, wine, or liquor?",1,Yes,42,PHQ030_1,PHQ030_Yes
PHQ030,"PHQ030 - Alcohol, such as beer, wine, or liquor?",2,No,9140,PHQ030_2,PHQ030_No
PHQ030,"PHQ030 - Alcohol, such as beer, wine, or liquor?",.,Missing,240,PHQ030_.,PHQ030_Missing
PHAALCHR,PHAALCHR - Alcohol fast time (hours),0 to 21,Range of Values,42,PHAALCHR_0 to 21,PHAALCHR_Range of Values
PHAALCHR,PHAALCHR - Alcohol fast time (hours),.,Missing,9380,PHAALCHR_.,PHAALCHR_Missing
PHAALCMN,PHAALCMN - Alcohol fast time (minutes),0 to 59,Range of Values,42,PHAALCMN_0 to 59,PHAALCMN_Range of Values
PHAALCMN,PHAALCMN - Alcohol fast time (minutes),.,Missing,9380,PHAALCMN_.,PHAALCMN_Missing
PHQ040,"PHQ040 - Gum, mints, lozenges or cough drops",1,Yes,371,PHQ040_1,PHQ040_Yes
PHQ040,"PHQ040 - Gum, mints, lozenges or cough drops",2,No,8811,PHQ040_2,PHQ040_No
PHQ040,"PHQ040 - Gum, mints, lozenges or cough drops",.,Missing,240,PHQ040_.,PHQ040_Missing
PHAGUMHR,"PHAGUMHR - Gum, mints cough drops fast time (hours)",0 to 18,Range of Values,371,PHAGUMHR_0 to 18,PHAGUMHR_Range of Values
PHAGUMHR,"PHAGUMHR - Gum, mints cough drops fast time (hours)",.,Missing,9051,PHAGUMHR_.,PHAGUMHR_Missing
PHAGUMMN,"PHAGUMMN - Gum, mints, cough fast time (minutes)",0 to 59,Range of Values,371,PHAGUMMN_0 to 59,PHAGUMMN_Range of Values
PHAGUMMN,"PHAGUMMN - Gum, mints, cough fast time (minutes)",.,Missing,9051,PHAGUMMN_.,PHAGUMMN_Missing
PHQ050,"PHQ050 - Antacids, laxatives, or anti-diarrheals?",1,Yes,37,PHQ050_1,PHQ050_Yes
PHQ050,"PHQ050 - Antacids, laxatives, or anti-diarrheals?",2,No,9145,PHQ050_2,PHQ050_No
PHQ050,"PHQ050 - Antacids, laxatives, or anti-diarrheals?",.,Missing,240,PHQ050_.,PHQ050_Missing
PHAANTHR,"PHAANTHR - Antacids, laxatives fast time (hours)",0 to 38,Range of Values,37,PHAANTHR_0 to 38,PHAANTHR_Range of Values
PHAANTHR,"PHAANTHR - Antacids, laxatives fast time (hours)",.,Missing,9385,PHAANTHR_.,PHAANTHR_Missing
PHAANTMN,"PHAANTMN - Antacids, laxatives fast time (minutes)",2 to 57,Range of Values,37,PHAANTMN_2 to 57,PHAANTMN_Range of Values
PHAANTMN,"PHAANTMN - Antacids, laxatives fast time (minutes)",.,Missing,9385,PHAANTMN_.,PHAANTMN_Missing
PHQ060,PHQ060 - Dietary supplements?,1,Yes,86,PHQ060_1,PHQ060_Yes
PHQ060,PHQ060 - Dietary supplements?,2,No,9096,PHQ060_2,PHQ060_No
PHQ060,PHQ060 - Dietary supplements?,.,Missing,240,PHQ060_.,PHQ060_Missing
PHASUPHR,PHASUPHR - Dietary supplements fast time (hours),0 to 13,Range of Values,86,PHASUPHR_0 to 13,PHASUPHR_Range of Values
PHASUPHR,PHASUPHR - Dietary supplements fast time (hours),.,Missing,9336,PHASUPHR_.,PHASUPHR_Missing
PHASUPMN,PHASUPMN - Dietary supplements fast time (minutes),0 to 58,Range of Values,86,PHASUPMN_0 to 58,PHASUPMN_Range of Values
PHASUPMN,PHASUPMN - Dietary supplements fast time (minutes),.,Missing,9336,PHASUPMN_.,PHASUPMN_Missing
PHAFSTHR,"PHAFSTHR - Total length of ""food fast,"" hours",0 to 39,Range of Values,9182,PHAFSTHR_0 to 39,PHAFSTHR_Range of Values
PHAFSTHR,"PHAFSTHR - Total length of ""food fast,"" hours",.,Missing,240,PHAFSTHR_.,PHAFSTHR_Missing
PHAFSTMN,"PHAFSTMN - Total length of  ""food fast,"" minutes",0 to 59,Range of Values,9182,PHAFSTMN_0 to 59,PHAFSTMN_Range of Values
PHAFSTMN,"PHAFSTMN - Total length of  ""food fast,"" minutes",.,Missing,240,PHAFSTMN_.,PHAFSTMN_Missing
PHDSESN,PHDSESN - Session in which SP was examined,0,morning,4320,PHDSESN_0,PHDSESN_morning
PHDSESN,PHDSESN - Session in which SP was examined,1,afternoon,3491,PHDSESN_1,PHDSESN_afternoon
PHDSESN,PHDSESN - Session in which SP was examined,2,evening,1611,PHDSESN_2,PHDSESN_evening
PHDSESN,PHDSESN - Session in which SP was examined,.,Missing,0,PHDSESN_.,PHDSESN_Missing
WTSC2YR,WTSC2YR - Environmental Subsample C Weights,14405.432403 to 540770.28649,Range of Values,2666,WTSC2YR_14405.432403 to 540770.28649,WTSC2YR_Range of Values
WTSC2YR,WTSC2YR - Environmental Subsample C Weights,.,Missing,0,WTSC2YR_.,WTSC2YR_Missing
SSDPHP,SSDPHP - Diphenyl phosphate (ug/L),0.11 to 193,Range of Values,2660,SSDPHP_0.11 to 193,SSDPHP_Range of Values
SSDPHP,SSDPHP - Diphenyl phosphate (ug/L),.,Missing,6,SSDPHP_.,SSDPHP_Missing
SSDPHPL,SSDPHPL - Diphenyl phosphate cmt code,0,At or above the detection limit,2447,SSDPHPL_0,SSDPHPL_At or above the detection limit
SSDPHPL,SSDPHPL - Diphenyl phosphate cmt code,1,Below lower detection limit,213,SSDPHPL_1,SSDPHPL_Below lower detection limit
SSDPHPL,SSDPHPL - Diphenyl phosphate cmt code,.,Missing,6,SSDPHPL_.,SSDPHPL_Missing
SSBDCPP,"SSBDCPP - Bis(1,3-dichloro-2-propyl) phospht(ug/L)",0.08 to 169,Range of Values,2646,SSBDCPP_0.08 to 169,SSBDCPP_Range of Values
SSBDCPP,"SSBDCPP - Bis(1,3-dichloro-2-propyl) phospht(ug/L)",.,Missing,20,SSBDCPP_.,SSBDCPP_Missing
SSBDCPPL,"SSBDCPPL - Bis(1,3-dichloro-2-propyl) phosphate cmt",0,At or above the detection limit,2461,SSBDCPPL_0,SSBDCPPL_At or above the detection limit
SSBDCPPL,"SSBDCPPL - Bis(1,3-dichloro-2-propyl) phosphate cmt",1,Below lower detection limit,185,SSBDCPPL_1,SSBDCPPL_Below lower detection limit
SSBDCPPL,"SSBDCPPL - Bis(1,3-dichloro-2-propyl) phosphate cmt",.,Missing,20,SSBDCPPL_.,SSBDCPPL_Missing
SSBCPP,SSBCPP - Bis(1-chloro-2-propyl) phosphate (ug/L),0.07 to 46.7,Range of Values,2665,SSBCPP_0.07 to 46.7,SSBCPP_Range of Values
SSBCPP,SSBCPP - Bis(1-chloro-2-propyl) phosphate (ug/L),.,Missing,1,SSBCPP_.,SSBCPP_Missing
SSBCPPL,SSBCPPL - Bis(1-chloro-2-propyl) phosphate cmt,0,At or above the detection limit,1632,SSBCPPL_0,SSBCPPL_At or above the detection limit
SSBCPPL,SSBCPPL - Bis(1-chloro-2-propyl) phosphate cmt,1,Below lower detection limit,1033,SSBCPPL_1,SSBCPPL_Below lower detection limit
SSBCPPL,SSBCPPL - Bis(1-chloro-2-propyl) phosphate cmt,.,Missing,1,SSBCPPL_.,SSBCPPL_Missing
SSBCEP,SSBCEP - Bis(2-chloroethyl) phosphate (ug/L),0.06 to 110,Range of Values,2651,SSBCEP_0.06 to 110,SSBCEP_Range of Values
SSBCEP,SSBCEP - Bis(2-chloroethyl) phosphate (ug/L),.,Missing,15,SSBCEP_.,SSBCEP_Missing
SSBCEPL,SSBCEPL - Bis(2-chloroethyl) phosphate cmt code,0,At or above the detection limit,2375,SSBCEPL_0,SSBCEPL_At or above the detection limit
SSBCEPL,SSBCEPL - Bis(2-chloroethyl) phosphate cmt code,1,Below lower detection limit,276,SSBCEPL_1,SSBCEPL_Below lower detection limit
SSBCEPL,SSBCEPL - Bis(2-chloroethyl) phosphate cmt code,.,Missing,15,SSBCEPL_.,SSBCEPL_Missing
SSDPCP,SSDPCP - Di-p-cresyl phosphate (ug/L),0.04 to 1.83,Range of Values,2664,SSDPCP_0.04 to 1.83,SSDPCP_Range of Values
SSDPCP,SSDPCP - Di-p-cresyl phosphate (ug/L),.,Missing,2,SSDPCP_.,SSDPCP_Missing
SSDPCPL,SSDPCPL - Di-p-cresyl phosphate cmt code,0,At or above the detection limit,367,SSDPCPL_0,SSDPCPL_At or above the detection limit
SSDPCPL,SSDPCPL - Di-p-cresyl phosphate cmt code,1,Below lower detection limit,2297,SSDPCPL_1,SSDPCPL_Below lower detection limit
SSDPCPL,SSDPCPL - Di-p-cresyl phosphate cmt code,.,Missing,2,SSDPCPL_.,SSDPCPL_Missing
SSDOCP,SSDOCP - Di-o-cresyl phosphate (ug/L),0.04 to 1.1,Range of Values,2665,SSDOCP_0.04 to 1.1,SSDOCP_Range of Values
SSDOCP,SSDOCP - Di-o-cresyl phosphate (ug/L),.,Missing,1,SSDOCP_.,SSDOCP_Missing
SSDOCPL,SSDOCPL - Di-o-cresyl phosphate cmt code,0,At or above the detection limit,2,SSDOCPL_0,SSDOCPL_At or above the detection limit
SSDOCPL,SSDOCPL - Di-o-cresyl phosphate cmt code,1,Below lower detection limit,2663,SSDOCPL_1,SSDOCPL_Below lower detection limit
SSDOCPL,SSDOCPL - Di-o-cresyl phosphate cmt code,.,Missing,1,SSDOCPL_.,SSDOCPL_Missing
SSDBUP,SSDBUP - Dibutyl phosphate (ug/L),0.04 to 70.3,Range of Values,2663,SSDBUP_0.04 to 70.3,SSDBUP_Range of Values
SSDBUP,SSDBUP - Dibutyl phosphate (ug/L),.,Missing,3,SSDBUP_.,SSDBUP_Missing
SSDBUPL,SSDBUPL - Dibutyl phosphate cmt code,0,At or above the detection limit,2151,SSDBUPL_0,SSDBUPL_At or above the detection limit
SSDBUPL,SSDBUPL - Dibutyl phosphate cmt code,1,Below lower detection limit,512,SSDBUPL_1,SSDBUPL_Below lower detection limit
SSDBUPL,SSDBUPL - Dibutyl phosphate cmt code,.,Missing,3,SSDBUPL_.,SSDBUPL_Missing
SSDBZP,SSDBZP - Dibenzyl phosphate (ug/L),0.04,0.04,2665,SSDBZP_0.04,SSDBZP_0.04
SSDBZP,SSDBZP - Dibenzyl phosphate (ug/L),.,Missing,1,SSDBZP_.,SSDBZP_Missing
SSDBZPL,SSDBZPL - Dibenzyl phosphate cmt code,0,At or above the detection limit,0,SSDBZPL_0,SSDBZPL_At or above the detection limit
SSDBZPL,SSDBZPL - Dibenzyl phosphate cmt code,1,Below lower detection limit,2665,SSDBZPL_1,SSDBZPL_Below lower detection limit
SSDBZPL,SSDBZPL - Dibenzyl phosphate cmt code,.,Missing,1,SSDBZPL_.,SSDBZPL_Missing
SSTBBA,"SSTBBA - 2,3,4,5-tetrabromobenzoic acid (ug/L)",0.04 to 1.14,Range of Values,2665,SSTBBA_0.04 to 1.14,SSTBBA_Range of Values
SSTBBA,"SSTBBA - 2,3,4,5-tetrabromobenzoic acid (ug/L)",.,Missing,1,SSTBBA_.,SSTBBA_Missing
SSTBBAL,"SSTBBAL - 2,3,4,5-tetrabromobenzoic acid cmt code",0,At or above the detection limit,135,SSTBBAL_0,SSTBBAL_At or above the detection limit
SSTBBAL,"SSTBBAL - 2,3,4,5-tetrabromobenzoic acid cmt code",1,Below lower detection limit,2530,SSTBBAL_1,SSTBBAL_Below lower detection limit
SSTBBAL,"SSTBBAL - 2,3,4,5-tetrabromobenzoic acid cmt code",.,Missing,1,SSTBBAL_.,SSTBBAL_Missing
LBDPFL ,"LBDPFL  - Fluoride, plasma (umol/L) average 2 ",0.13 to 16.67,Range of Values,2325,LBDPFL _0.13 to 16.67,LBDPFL _Range of Values
LBDPFL ,"LBDPFL  - Fluoride, plasma (umol/L) average 2 ",.,Missing,378,LBDPFL _.,LBDPFL _Missing
LBDWFL,"LBDWFL - Fluoride, water (mg/L) average 2 values",0.01 to 7.32,Range of Values,4100,LBDWFL_0.01 to 7.32,LBDWFL_Range of Values
LBDWFL,"LBDWFL - Fluoride, water (mg/L) average 2 values",.,Missing,125,LBDWFL_.,LBDWFL_Missing
LBDRFO,LBDRFO - RBC folate (ng/mL),50.3 to 2980,Range of Values,8460,LBDRFO_50.3 to 2980,LBDRFO_Range of Values
LBDRFO,LBDRFO - RBC folate (ng/mL),.,Missing,962,LBDRFO_.,LBDRFO_Missing
LBDRFOSI,LBDRFOSI - RBC folate (nmol/L),114 to 6750,Range of Values,8460,LBDRFOSI_114 to 6750,LBDRFOSI_Range of Values
LBDRFOSI,LBDRFOSI - RBC folate (nmol/L),.,Missing,962,LBDRFOSI_.,LBDRFOSI_Missing
LBDFOTSI,LBDFOTSI - Serum total folate (nmol/L),4.12 to 1260,Range of Values,8452,LBDFOTSI_4.12 to 1260,LBDFOTSI_Range of Values
LBDFOTSI,LBDFOTSI - Serum total folate (nmol/L),.,Missing,970,LBDFOTSI_.,LBDFOTSI_Missing
LBDFOT,LBDFOT - Serum total folate (ng/mL),1.82 to 556,Range of Values,8452,LBDFOT_1.82 to 556,LBDFOT_Range of Values
LBDFOT,LBDFOT - Serum total folate (ng/mL),.,Missing,970,LBDFOT_.,LBDFOT_Missing
