short_title,title,code or value,description,count
OHX31TC,OHX31TC - Tooth Count:  #31,2,Permanent tooth present,5000
OHX31TC,OHX31TC - Tooth Count:  #31,3,Dental implant,14
OHX31TC,OHX31TC - Tooth Count:  #31,4,Tooth not present,3854
OHX31TC,OHX31TC - Tooth Count:  #31,5,Permanent dental root fragment present,100
OHX31TC,OHX31TC - Tooth Count:  #31,9,Could not assess,0
OHX31TC,OHX31TC - Tooth Count:  #31,.,Missing,454
OHX32TC,OHX32TC - Tooth Count:  #32,1,Primary tooth (deciduous) present,0
OHX32TC,OHX32TC - Tooth Count:  #32,2,Permanent tooth present,1541
OHX32TC,OHX32TC - Tooth Count:  #32,3,Dental implant,0
OHX32TC,OHX32TC - Tooth Count:  #32,4,Tooth not present,7367
OHX32TC,OHX32TC - Tooth Count:  #32,5,Permanent dental root fragment present,60
OHX32TC,OHX32TC - Tooth Count:  #32,9,Could not assess,0
OHX32TC,OHX32TC - Tooth Count:  #32,.,Missing,454
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,D,Sound primary tooth,0
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,E,Missing due to dental disease,745
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,J,Permanent root tip is present but no restorative replacement is present,81
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,K,Primary tooth with surface condition (s),0
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,M,Missing due to other causes,3
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,P,Missing due to dental disease but replaced by a removable restoration,644
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,Q,Missing due to other causes but replaced by a removable restoration,34
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,R,"Missing due to dental disease, but replaced by a fixed restoration",22
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,S,Sound permanent tooth,2637
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,T,Permanent root tip is present but a restorative replacement is present,0
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,U,Unerupted,2401
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,X,"Missing due to other causes, but replaced  by a fixed restoration",1
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,Y,"Tooth present, condition cannot be assessed",22
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,Z,Permanent tooth with surface condition (s),2375
OHX02CTC,OHX02CTC - Coronal Caries: Tooth Count #2,< blank >,Missing,457
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,D,Sound primary tooth,0
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,E,Missing due to dental disease,638
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,J,Permanent root tip is present but no restorative replacement is present,118
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,K,Primary tooth with surface condition (s),0
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,M,Missing due to other causes,2
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,P,Missing due to dental disease but replaced by a removable restoration,688
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,Q,Missing due to other causes but replaced by a removable restoration,34
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,R,"Missing due to dental disease, but replaced by a fixed restoration",79
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,S,Sound permanent tooth,3230
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,T,Permanent root tip is present but a restorative replacement is present,1
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,U,Unerupted,1185
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,Y,"Tooth present, condition cannot be assessed",58
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,Z,Permanent tooth with surface condition (s),2931
OHX03CTC,OHX03CTC - Coronal Caries: Tooth Count #3,< blank >,Missing,457
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,D,Sound primary tooth,1477
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,E,Missing due to dental disease,418
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,J,Permanent root tip is present but no restorative replacement is present,95
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,K,Primary tooth with surface condition (s),390
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,M,Missing due to other causes,5
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,P,Missing due to dental disease but replaced by a removable restoration,682
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,Q,Missing due to other causes but replaced by a removable restoration,35
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,R,"Missing due to dental disease, but replaced by a fixed restoration",98
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,S,Sound permanent tooth,3777
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,T,Permanent root tip is present but a restorative replacement is present,0
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,U,Unerupted,318
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,Y,"Tooth present, condition cannot be assessed",28
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,Z,Permanent tooth with surface condition (s),1642
OHX04CTC,OHX04CTC - Coronal Caries: Tooth Count #4,< blank >,Missing,457
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,D,Sound primary tooth,1587
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,E,Missing due to dental disease,309
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,J,Permanent root tip is present but no restorative replacement is present,103
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,K,Primary tooth with surface condition (s),265
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,M,Missing due to other causes,353
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,P,Missing due to dental disease but replaced by a removable restoration,654
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,Q,Missing due to other causes but replaced by a removable restoration,35
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,R,"Missing due to dental disease,  but replaced by a fixed restoration",81
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,S,Sound permanent tooth,3997
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,T,Permanent root tip is present but a restorative replacement is present,1
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,U,Unerupted,120
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,Y,"Tooth present, condition cannot be assessed",54
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,Z,Permanent tooth with surface condition (s),1405
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,< blank >,Missing,457
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,D,Sound primary tooth,1927
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,E,Missing due to dental disease,108
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,J,Permanent root tip is present but no restorative replacement is present,66
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,K,Primary tooth with surface condition (s),40
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,M,Missing due to other causes,18
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,P,Missing due to dental disease but replaced by a removable restoration,587
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Q,Missing due to other causes but replaced by a removable restoration,35
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,R,"Missing due to dental disease,  but replaced by a fixed restoration",27
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,S,Sound permanent tooth,5165
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,T,Permanent root tip is present but a restorative replacement is present,0
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,U,Unerupted,206
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,X,"Missing due to other causes, but replaced by a fixed restoration",4
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Y,"Tooth present, condition cannot be assessed",204
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Z,Permanent tooth with surface condition (s),578
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,< blank >,Missing,457
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,D,Sound primary tooth,1386
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,E,Missing due to dental disease,147
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,J,Permanent root tip is present but no restorative replacement is present,74
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,K,Primary tooth with surface condition (s),50
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,M,Missing due to other causes,27
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,P,Missing due to dental disease but replaced by a removable restoration,648
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Q,Missing due to other causes but replaced by a removable restoration,38
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,R,"Missing due to dental disease, but replaced by a fixed restoration",73
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,S,Sound permanent tooth,5322
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,T,Permanent root tip is present but a restorative replacement is present,1
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,U,Unerupted,117
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,X,"Missing due to other causes, but replaced but replaced by a fixed restoration",14
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Y,"Tooth present, condition cannot be assessed",241
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Z,Permanent tooth with surface condition (s),827
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,< blank >,Missing,457
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,D,Sound primary tooth,1171
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,E,Missing due to dental disease,139
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,J,Permanent root tip is present but no restorative replacement is present,53
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,K,Primary tooth with surface condition (s),79
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,M,Missing due to other causes,11
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,P,Missing  due to dental disease but replaced by a removable restoration,654
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Q,Missing due to other causes but replaced by a removable restoration,44
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,R,Missing due to dental disease but replaced by a fixed restoration,80
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,S,Sound permanent tooth,5473
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,T,Permanent root tip is present but a restorative replacement is present,1
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,U,Unerupted,69
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,X,"Missing due to other causes, but replaced by a fixed restoration",16
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Y,"Tooth present, condition cannot be assessed",336
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Z,Permanent tooth with surface condition (s),839
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,< blank >,Missing,457
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,D,Sound primary tooth,1163
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,E,Missing due to dental disease,134
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,J,Permanent root tip is present but no restorative replacement is present,57
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,K,Primary tooth with surface condition (s),72
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,M,Missing due to other causes,12
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,P,Missing due to dental disease but replaced by a removable restoration,651
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Q,Missing due to other causes but replaced by a removable restoration,41
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,R,"Missing due to dental disease, but replaced by a fixed restoration",77
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,S,Sound permanent tooth,5500
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,T,Permanent root tip is present but a restorative replacement is present,2
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,U,Unerupted,73
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,X,"Missing due to other causes, but replaced by a fixed restoration",16
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Y,"Tooth present, condition cannot be assessed",354
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Z,Permanent tooth with surface condition (s),813
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,< blank >,Missing,457
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,D,Sound primary tooth,1375
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,E,Missing due to dental disease,151
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,J,Permanent root tip is present but no restorative replacement is present,73
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,K,Primary tooth with surface condition (s),49
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,M,Missing due to other causes,25
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,P,Missing due to dental disease but replaced by a removable restoration,629
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Q,Missing due to other causes but replaced by a removable restoration,37
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,R,"Missing due to dental disease, but replaced by a fixed restoration",70
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,S,Sound permanent tooth,5312
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,T,Permanent root tip is present but a restorative replacement is present,0
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,U,Unerupted,130
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,X,"Missing due to other causes, but replaced by a fixed restoration",12
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Y,"Tooth present, condition cannot be assessed",234
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Z,Permanent tooth with surface condition (s),868
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,< blank >,Missing,457
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,D,Sound primary tooth,1931
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,E,Missing due to dental disease,122
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,J,Permanent root tip is present but no restorative replacement is present,79
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,K,Primary tooth with surface condition (s),41
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,M,Missing due to other causes,14
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,P,Missing due to dental disease but replaced by a removable restoration,568
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Q,Missing due to other causes but replaced by a removable restoration,32
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,R,"Missing due to dental disease, but replaced by a fixed restoration",26
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,S,Sound permanent tooth,5123
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,T,Permanent root tip is present but a restorative replacement is present,0
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,U,Unerupted,193
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Y,"Tooth present, condition cannot be assessed",203
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Z,Permanent tooth with surface condition (s),632
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,< blank >,Missing,457
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,D,Sound primary tooth,1585
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,E,Missing due to dental disease,315
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,J,Permanent root tip is present but no restorative replacement is present,117
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,K,Primary tooth with surface condition (s),275
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,M,Missing due to other causes,345
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,P,Missing due to dental disease but replaced by a removable restoration,666
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Q,Missing due to other causes but replaced by a removable restoration,35
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,R,"Missing due to dental disease, but replaced by a fixed restoration",74
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,S,Sound permanent tooth,3990
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,T,Permanent root tip is present but a restorative replacement is present,2
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,U,Unerupted,106
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Y,"Tooth present, condition cannot be assessed",63
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Z,Permanent tooth with surface condition (s),1391
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,< blank >,Missing,457
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,D,Sound primary tooth,1494
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,E,Missing due to dental disease,426
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,J,Permanent root tip is present but no restorative replacement is present,123
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,K,Primary tooth with surface condition (s),386
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,M,Missing due to other causes,5
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,P,Missing due to dental disease but replaced by a removable restoration,674
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Q,Missing due to other causes but replaced by a removable restoration,33
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,R,"Missing due to dental disease, but replaced by a fixed restoration",99
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,S,Sound permanent tooth,3760
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,T,Permanent root tip is present but a restorative replacement is present,0
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,U,Unerupted,312
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Y,"Tooth present, condition cannot be assessed",30
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Z,Permanent tooth with surface condition (s),1622
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,< blank >,Missing,457
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,D,Sound primary tooth,0
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,E,Missing due to dental disease,631
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,J,Permanent root tip is present but no restorative replacement is present,114
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,K,Primary tooth with surface condition (s),0
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,M,Missing due to other causes,3
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,P,Missing due to dental disease but replaced by a removable restoration,698
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Q,Missing due to other causes but replaced by a removable restoration,35
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,R,"Missing due to dental disease, but replaced by a fixed restoration",72
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,S,Sound permanent tooth,3234
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,T,Permanent root tip is present but a restorative replacement is present,0
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,U,Unerupted,1178
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Y,"Tooth present, condition cannot be assessed",59
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Z,Permanent tooth with surface condition (s),2941
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,< blank >,Missing,457
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,D,Sound primary tooth,0
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,E,Missing due to dental disease,770
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,J,Permanent root tip is present but no restorative replacement is present,96
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,K,Primary tooth with surface condition (s),0
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,M,Missing due to other causes,6
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,P,Missing due to dental disease but replaced by a removable restoration,644
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Q,Missing due to other causes but replaced by a removable restoration,33
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,R,"Missing due to dental disease, but replaced by a fixed restoration",11
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,S,Sound permanent tooth,2618
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,T,Permanent root tip is present but a restorative replacement is present,0
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,U,Unerupted,2382
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Y,"Tooth present, condition cannot be assessed",28
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Z,Permanent tooth with surface condition (s),2377
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,< blank >,Missing,457
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,D,Sound primary tooth,0
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,E,Missing due to dental disease,1066
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,J,Permanent root tip is present but no restorative replacement is present,96
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,K,Primary tooth with surface condition (s),0
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,M,Missing due to other causes,2
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,P,Missing due to dental disease but replaced by a removable restoration,541
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,Q,Missing due to other causes but replaced by a removable restoration,23
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,R,"Missing due to dental disease, but replaced by a fixed restoration",29
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,S,Sound permanent tooth,2243
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,T,Permanent root tip is present but a restorative replacement is present,0
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,U,Unerupted,2267
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,Y,"Tooth present, condition cannot be assessed",55
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,Z,Permanent tooth with surface condition (s),2642
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,< blank >,Missing,457
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,D,Sound primary tooth,0
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,E,Missing due to dental disease,1041
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,J,Permanent root tip is present but no restorative replacement is present,123
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,K,Primary tooth with surface condition (s),0
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,M,Missing due to other causes,3
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,P,Missing due to dental disease but replaced by a removable restoration,560
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,Q,Missing due to other causes but replaced by a removable restoration,22
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,R,"Missing due to dental disease, but replaced by a fixed restoration",145
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,S,Sound permanent tooth,2927
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,T,Permanent root tip is present but a restorative replacement is present,0
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,U,Unerupted,1142
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,X,"Missing due to other causes, but replaced by a fixed restoration",4
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,Y,"Tooth present, condition cannot be assessed",70
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,Z,Permanent tooth with surface condition (s),2928
OHX19CTC,OHX19CTC - Coronal Caries: Tooth Count #19,< blank >,Missing,457
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,D,Sound primary tooth,1393
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,E,Missing due to dental disease,382
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,J,Permanent root tip is present but no restorative replacement is present,90
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,K,Primary tooth with surface condition (s),483
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,M,Missing due to other causes,8
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,P,Missing due to dental disease but replaced by a removable restoration,489
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,Q,Missing due to other causes but replaced by a removable restoration,21
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,R,"Missing due to dental disease, but replaced by a fixed restoration",63
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,S,Sound permanent tooth,4143
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,T,Permanent root tip is present but a restorative replacement is present,1
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,U,Unerupted,307
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,X,"Missing due to other causes, but replaced by a fixed restoration",1
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,Y,"Tooth present, condition cannot be assessed",35
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,Z,Permanent tooth with surface condition (s),1549
OHX20CTC,OHX20CTC - Coronal Caries: Tooth Count #20,< blank >,Missing,457
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,D,Sound primary tooth,1490
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,E,Missing due to dental disease,184
