short_title,title,code or value,description,count
FSD032A,FSD032A - HH Worried run out of food,2,Sometimes true,1967
FSD032A,FSD032A - HH Worried run out of food,3,Never true,7070
FSD032A,FSD032A - HH Worried run out of food,7,Refused,7
FSD032A,FSD032A - HH Worried run out of food,9,Don't know,8
FSD032A,FSD032A - HH Worried run out of food,.,Missing,116
FSD032B,FSD032B - HH Food didn't last,1,Often true,663
FSD032B,FSD032B - HH Food didn't last,2,Sometimes true,1816
FSD032B,FSD032B - HH Food didn't last,3,Never true,7574
FSD032B,FSD032B - HH Food didn't last,7,Refused,6
FSD032B,FSD032B - HH Food didn't last,9,Don't know,0
FSD032B,FSD032B - HH Food didn't last,.,Missing,116
FSD032C,FSD032C - HH Couldn't afford balanced meals,1,Often true,565
FSD032C,FSD032C - HH Couldn't afford balanced meals,2,Sometimes true,1542
FSD032C,FSD032C - HH Couldn't afford balanced meals,3,Never true,7939
FSD032C,FSD032C - HH Couldn't afford balanced meals,7,Refused,6
FSD032C,FSD032C - HH Couldn't afford balanced meals,9,Don't know,7
FSD032C,FSD032C - HH Couldn't afford balanced meals,.,Missing,116
HIQ011,HIQ011 - Covered by health insurance,1,Yes,8594
HIQ011,HIQ011 - Covered by health insurance,2,No,1570
HIQ011,HIQ011 - Covered by health insurance,7,Refused,3
HIQ011,HIQ011 - Covered by health insurance,9,Don't know,8
HIQ011,HIQ011 - Covered by health insurance,.,Missing,0
HIQ031A,HIQ031A - Covered by private insurance,14,Covered by private insurance,4797
HIQ031A,HIQ031A - Covered by private insurance,77,Refused,1
HIQ031A,HIQ031A - Covered by private insurance,99,Don't know,23
HIQ031A,HIQ031A - Covered by private insurance,.,Missing,5354
HIQ031B,HIQ031B - Covered by Medicare,15,Covered by Medicare,1226
HIQ031B,HIQ031B - Covered by Medicare,.,Missing,8949
HIQ031C,HIQ031C - Covered by Medi-Gap,16,Covered by Medi-Gap,11
HIQ031C,HIQ031C - Covered by Medi-Gap,.,Missing,10164
HIQ031D,HIQ031D - Covered by Medicaid,17,Covered by Medicaid,2402
HIQ031D,HIQ031D - Covered by Medicaid,.,Missing,7773
HIQ031E,HIQ031E - Covered by SCHIP,18,Covered by SCHIP,53
HIQ031E,HIQ031E - Covered by SCHIP,.,Missing,10122
HIQ031F,HIQ031F - Covered by military health care,19,Covered by military health care,240
HIQ031F,HIQ031F - Covered by military health care,.,Missing,9935
HIQ031G,HIQ031G - Covered by Indian Health Service,20,Covered by Indian Health Service,10
HIQ031G,HIQ031G - Covered by Indian Health Service,.,Missing,10165
HIQ031H,HIQ031H - Covered by state-sponsored health plan,21,Covered by state-sponsored health plan,563
HIQ031H,HIQ031H - Covered by state-sponsored health plan,.,Missing,9612
HIQ031I,HIQ031I - Covered by other government insurance,22,Covered by other government insurance,206
HIQ031I,HIQ031I - Covered by other government insurance,.,Missing,9969
HIQ031J,HIQ031J - Covered by single service plan,23,Covered by single service plan,233
HIQ031J,HIQ031J - Covered by single service plan,.,Missing,9942
HIQ031AA,HIQ031AA - No coverage of any type,40,No coverage of any type,8
HIQ031AA,HIQ031AA - No coverage of any type,.,Missing,10167
HEQ010  ,HEQ010   - Ever told you have Hepatitis B?,1,Yes,66
HEQ010  ,HEQ010   - Ever told you have Hepatitis B?,2,No,8479
HEQ010  ,HEQ010   - Ever told you have Hepatitis B?,7,Refused,0
HEQ010  ,HEQ010   - Ever told you have Hepatitis B?,9,Don't know,27
HEQ010  ,HEQ010   - Ever told you have Hepatitis B?,.,Missing,0
HEQ020  ,HEQ020   - Ever prescribed meds treat Hepatitis B?,1,Yes,9
HEQ020  ,HEQ020   - Ever prescribed meds treat Hepatitis B?,2,No,44
HEQ020  ,HEQ020   - Ever prescribed meds treat Hepatitis B?,7,Refused,0
HEQ020  ,HEQ020   - Ever prescribed meds treat Hepatitis B?,9,Don't know,13
HEQ020  ,HEQ020   - Ever prescribed meds treat Hepatitis B?,.,Missing,8506
HEQ030  ,HEQ030   - Ever told you have Hepatitis C?,1,Yes,76
HEQ030  ,HEQ030   - Ever told you have Hepatitis C?,2,No,8468
HEQ030  ,HEQ030   - Ever told you have Hepatitis C?,7,Refused,0
HEQ030  ,HEQ030   - Ever told you have Hepatitis C?,9,Don't know,28
HEQ030  ,HEQ030   - Ever told you have Hepatitis C?,.,Missing,0
HEQ040  ,HEQ040   - Ever prescribed meds treat Hepatitis C?,1,Yes,24
HEQ040  ,HEQ040   - Ever prescribed meds treat Hepatitis C?,2,No,47
HEQ040  ,HEQ040   - Ever prescribed meds treat Hepatitis C?,7,Refused,0
HEQ040  ,HEQ040   - Ever prescribed meds treat Hepatitis C?,9,Don't know,5
HEQ040  ,HEQ040   - Ever prescribed meds treat Hepatitis C?,.,Missing,8496
HUQ010,HUQ010 - General health condition,1,"Excellent,",2615
HUQ010,HUQ010 - General health condition,2,"Very good,",2716
HUQ010,HUQ010 - General health condition,3,"Good,",3235
HUQ010,HUQ010 - General health condition,4,"Fair, or",1330
HUQ010,HUQ010 - General health condition,5,Poor?,274
HUQ010,HUQ010 - General health condition,7,Refused,2
HUQ010,HUQ010 - General health condition,9,Don't know,3
HUQ010,HUQ010 - General health condition,.,Missing,0
HOD050,HOD050 - Number of rooms in home,1,1,88
HOD050,HOD050 - Number of rooms in home,2,2,202
HOD050,HOD050 - Number of rooms in home,3,3,683
HOD050,HOD050 - Number of rooms in home,4,4,1613
HOD050,HOD050 - Number of rooms in home,5,5,2093
HOD050,HOD050 - Number of rooms in home,6,6,1922
HOD050,HOD050 - Number of rooms in home,7,7,1272
HOD050,HOD050 - Number of rooms in home,8,8,853
HOD050,HOD050 - Number of rooms in home,9,9,574
HOD050,HOD050 - Number of rooms in home,10,10,343
HOD050,HOD050 - Number of rooms in home,11,11,197
HOD050,HOD050 - Number of rooms in home,12,12,108
HOD050,HOD050 - Number of rooms in home,13,13 or more,85
HOD050,HOD050 - Number of rooms in home,777,Refused,16
HOD050,HOD050 - Number of rooms in home,999,Don't know,5
HOD050,HOD050 - Number of rooms in home,.,Missing,121
HOQ065,"HOQ065 - Home owned, bought, rented, other",1,Owned or being bought,5550
HOQ065,"HOQ065 - Home owned, bought, rented, other",2,Rented,4269
HOQ065,"HOQ065 - Home owned, bought, rented, other",3,Other arrangement,223
HOQ065,"HOQ065 - Home owned, bought, rented, other",7,Refused,11
HOQ065,"HOQ065 - Home owned, bought, rented, other",9,Don't know,1
HOQ065,"HOQ065 - Home owned, bought, rented, other",.,Missing,121
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,1,"Yes, at least 2 doses",4238
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,2,Less than 2 doses,194
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,3,No doses,3943
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,7,Refused,6
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,9,Don't know,1126
IMQ011  ,IMQ011   - Received Hepatitis A vaccine,.,Missing,668
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,1,Yes at least 3 doses,5230
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,2,Less than 3 doses,453
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,3,No doses,3517
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,7,Refused,7
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,9,Don't know,968
IMQ020  ,IMQ020   - Received Hepatitis B 3 dose series,.,Missing,0
INQ020,INQ020 - Income from wages/salaries,1,Yes,8142
INQ020,INQ020 - Income from wages/salaries,2,No,1856
INQ020,INQ020 - Income from wages/salaries,7,Refused,48
INQ020,INQ020 - Income from wages/salaries,9,Don't know,6
INQ020,INQ020 - Income from wages/salaries,.,Missing,123
INQ012,INQ012 - Income from self employment,1,Yes,1530
INQ012,INQ012 - Income from self employment,2,No,8497
INQ012,INQ012 - Income from self employment,7,Refused,24
INQ012,INQ012 - Income from self employment,9,Don't know,1
INQ012,INQ012 - Income from self employment,.,Missing,123
INQ030,INQ030 - Income from Social Security or RR,1,Yes,2218
INQ030,INQ030 - Income from Social Security or RR,2,No,7804
INQ030,INQ030 - Income from Social Security or RR,7,Refused,21
INQ030,INQ030 - Income from Social Security or RR,9,Don't know,9
INQ030,INQ030 - Income from Social Security or RR,.,Missing,123
INQ060,INQ060 - Income from other disability pension,1,Yes,754
INQ060,INQ060 - Income from other disability pension,2,No,9269
INQ060,INQ060 - Income from other disability pension,7,Refused,24
INQ060,INQ060 - Income from other disability pension,9,Don't know,5
INQ060,INQ060 - Income from other disability pension,.,Missing,123
INQ080,INQ080 - Income from retirement/survivor pension,1,Yes,1019
INQ080,INQ080 - Income from retirement/survivor pension,2,No,9011
INQ080,INQ080 - Income from retirement/survivor pension,7,Refused,20
INQ080,INQ080 - Income from retirement/survivor pension,9,Don't know,2
INQ080,INQ080 - Income from retirement/survivor pension,.,Missing,123
INQ090,INQ090 - Income from Supplemental Security Income,1,Yes,710
INQ090,INQ090 - Income from Supplemental Security Income,2,No,9314
INQ090,INQ090 - Income from Supplemental Security Income,7,Refused,20
INQ090,INQ090 - Income from Supplemental Security Income,9,Don't know,8
INQ090,INQ090 - Income from Supplemental Security Income,.,Missing,123
INQ132,INQ132 - Income from state/county cash assistance,1,Yes,623
INQ132,INQ132 - Income from state/county cash assistance,2,No,9398
INQ132,INQ132 - Income from state/county cash assistance,7,Refused,26
INQ132,INQ132 - Income from state/county cash assistance,9,Don't know,5
INQ132,INQ132 - Income from state/county cash assistance,.,Missing,123
INQ140,INQ140 - Income from interest/dividends or rental,1,Yes,2022
INQ140,INQ140 - Income from interest/dividends or rental,2,No,7990
INQ140,INQ140 - Income from interest/dividends or rental,7,Refused,29
INQ140,INQ140 - Income from interest/dividends or rental,9,Don't know,11
INQ140,INQ140 - Income from interest/dividends or rental,.,Missing,123
INQ150,INQ150 - Income from other sources,1,Yes,1487
INQ150,INQ150 - Income from other sources,2,No,8546
INQ150,INQ150 - Income from other sources,7,Refused,16
INQ150,INQ150 - Income from other sources,9,Don't know,3
INQ150,INQ150 - Income from other sources,.,Missing,123
IND235,IND235 - Monthly family income,1,$0 - $399,317
IND235,IND235 - Monthly family income,2,$400 - $799,488
IND235,IND235 - Monthly family income,3,$800 - $1249,1012
IND235,IND235 - Monthly family income,4,$1250 - $1649,789
IND235,IND235 - Monthly family income,5,$1650 - $2099,863
IND235,IND235 - Monthly family income,6,$2100 - $2899,981
IND235,IND235 - Monthly family income,7,$2900 - $3749,1010
IND235,IND235 - Monthly family income,8,$3750 - $4599,769
IND235,IND235 - Monthly family income,9,$4600 - $5399,539
IND235,IND235 - Monthly family income,10,$5400 - $6249,401
IND235,IND235 - Monthly family income,11,$6250 - $8399,717
IND235,IND235 - Monthly family income,12,$8400 and over,1223
IND235,IND235 - Monthly family income,77,Refused,235
IND235,IND235 - Monthly family income,99,Don't know,462
IND235,IND235 - Monthly family income,.,Missing,369
INDFMMPI,INDFMMPI - Family monthly poverty level index,0 to 4.97,Range of Values,8002
INDFMMPI,INDFMMPI - Family monthly poverty level index,5,Value greater than or equal to 5.00,1107
INDFMMPI,INDFMMPI - Family monthly poverty level index,.,Missing,1066
INDFMMPC,INDFMMPC - Family monthly poverty level category,1,Monthly poverty level index <= 1.30,4107
INDFMMPC,INDFMMPC - Family monthly poverty level category,2,1.30 < Monthly poverty level index <= 1.85,1329
INDFMMPC,INDFMMPC - Family monthly poverty level category,3,Monthly poverty level index > 1.85,4189
INDFMMPC,INDFMMPC - Family monthly poverty level category,7,Refused,63
INDFMMPC,INDFMMPC - Family monthly poverty level category,9,Don't Know,118
INDFMMPC,INDFMMPC - Family monthly poverty level category,.,Missing,369
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,1,Yes,187
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,2,No,5574
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,7,Refused,0
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,9,Don't know,8
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,.,Missing,0
KIQ025,KIQ025 - Received dialysis in past 12 months,1,Yes,20
KIQ025,KIQ025 - Received dialysis in past 12 months,2,No,167
KIQ025,KIQ025 - Received dialysis in past 12 months,7,Refused,0
KIQ025,KIQ025 - Received dialysis in past 12 months,9,Don't know,0
KIQ025,KIQ025 - Received dialysis in past 12 months,.,Missing,5582
KIQ026,KIQ026 - Ever had kidney stones?,1,Yes,535
KIQ026,KIQ026 - Ever had kidney stones?,2,No,5223
KIQ026,KIQ026 - Ever had kidney stones?,7,Refused,0
KIQ026,KIQ026 - Ever had kidney stones?,9,Don't know,11
KIQ026,KIQ026 - Ever had kidney stones?,.,Missing,0
KID028,KID028 - How many times passed a kidney stone?,0 to 24,Range of Values,520
KID028,KID028 - How many times passed a kidney stone?,777,Refused,0
KID028,KID028 - How many times passed a kidney stone?,999,Don't know,15
KID028,KID028 - How many times passed a kidney stone?,.,Missing,5234
KIQ005,KIQ005 - How often have urinary leakage,1,"never,",3513
KIQ005,KIQ005 - How often have urinary leakage,2,"less than once a month,",463
KIQ005,KIQ005 - How often have urinary leakage,3,"a few times a month,",526
KIQ005,KIQ005 - How often have urinary leakage,4,"a few times a week, or",293
KIQ005,KIQ005 - How often have urinary leakage,5,every day and/or night?,295
KIQ005,KIQ005 - How often have urinary leakage,7,Refused,2
KIQ005,KIQ005 - How often have urinary leakage,9,Don't know,4
KIQ005,KIQ005 - How often have urinary leakage,.,Missing,673
KIQ010,KIQ010 - How much urine lose each time?,1,"drops,",1057
KIQ010,KIQ010 - How much urine lose each time?,2,"small splashes, or",341
KIQ010,KIQ010 - How much urine lose each time?,3,more?,170
KIQ010,KIQ010 - How much urine lose each time?,7,Refused,1
KIQ010,KIQ010 - How much urine lose each time?,9,Don't know,8
KIQ010,KIQ010 - How much urine lose each time?,.,Missing,4192
KIQ042,KIQ042 - Leak urine during physical activities,1,Yes,1169
KIQ042,KIQ042 - Leak urine during physical activities,2,No,3920
KIQ042,KIQ042 - Leak urine during physical activities,7,Refused,1
KIQ042,KIQ042 - Leak urine during physical activities,9,Don't know,6
KIQ042,KIQ042 - Leak urine during physical activities,.,Missing,673
KIQ430,KIQ430 - How frequently does this occur?,1,"less than once a month,",523
KIQ430,KIQ430 - How frequently does this occur?,2,"a few times a month,",350
KIQ430,KIQ430 - How frequently does this occur?,3,"a few times a week, or",188
KIQ430,KIQ430 - How frequently does this occur?,4,every day and/or night?,105
KIQ430,KIQ430 - How frequently does this occur?,7,Refused,0
KIQ430,KIQ430 - How frequently does this occur?,9,Don't know,3
KIQ430,KIQ430 - How frequently does this occur?,.,Missing,4600
KIQ044,KIQ044 - Urinated before reaching the toilet,1,Yes,1087
KIQ044,KIQ044 - Urinated before reaching the toilet,2,No,3998
KIQ044,KIQ044 - Urinated before reaching the toilet,7,Refused,1
KIQ044,KIQ044 - Urinated before reaching the toilet,9,Don't know,9
KIQ044,KIQ044 - Urinated before reaching the toilet,.,Missing,674
KIQ450,KIQ450 - How frequently does this occur?,1,"less than once a month,",459
KIQ450,KIQ450 - How frequently does this occur?,2,"a few times a month,",347
KIQ450,KIQ450 - How frequently does this occur?,3,"a few times a week, or",163
KIQ450,KIQ450 - How frequently does this occur?,4,every day and/or night?,114
KIQ450,KIQ450 - How frequently does this occur?,7,Refused,0
KIQ450,KIQ450 - How frequently does this occur?,9,Don't know,4
KIQ450,KIQ450 - How frequently does this occur?,.,Missing,4682
KIQ046,KIQ046 - Leak urine during nonphysical activities,1,Yes,468
KIQ046,KIQ046 - Leak urine during nonphysical activities,2,No,4620
KIQ046,KIQ046 - Leak urine during nonphysical activities,7,Refused,1
KIQ046,KIQ046 - Leak urine during nonphysical activities,9,Don't know,7
KIQ046,KIQ046 - Leak urine during nonphysical activities,.,Missing,673
KIQ470,KIQ470 - How frequently does this occur?,1,"less than once a month,",134
KIQ470,KIQ470 - How frequently does this occur?,2,"a few times a month,",145
KIQ470,KIQ470 - How frequently does this occur?,3,"a few times a week, or",100
KIQ470,KIQ470 - How frequently does this occur?,4,every day and/or night?,89
KIQ470,KIQ470 - How frequently does this occur?,7,Refused,0
KIQ470,KIQ470 - How frequently does this occur?,9,Don't know,0
KIQ470,KIQ470 - How frequently does this occur?,.,Missing,5301
MCQ010  ,MCQ010   - Ever been told you have asthma,1,Yes,1538
MCQ010  ,MCQ010   - Ever been told you have asthma,2,No,8222
MCQ010  ,MCQ010   - Ever been told you have asthma,7,Refused,1
MCQ010  ,MCQ010   - Ever been told you have asthma,9,Don't know,8
MCQ010  ,MCQ010   - Ever been told you have asthma,.,Missing,1
MCQ025  ,MCQ025   - Age when first had asthma,1 to 78,Range of Values,1507
MCQ025  ,MCQ025   - Age when first had asthma,80,80 years or older,6
MCQ025  ,MCQ025   - Age when first had asthma,77777,Refused,0
MCQ025  ,MCQ025   - Age when first had asthma,99999,Don't know,25
MCQ025  ,MCQ025   - Age when first had asthma,.,Missing,8232
MCQ035  ,MCQ035   - Still have asthma,1,Yes,939
MCQ035  ,MCQ035   - Still have asthma,2,No,582
MCQ035  ,MCQ035   - Still have asthma,7,Refused,0
MCQ035  ,MCQ035   - Still have asthma,9,Don't know,17
MCQ035  ,MCQ035   - Still have asthma,.,Missing,8232
MCQ040  ,MCQ040   - Had asthma attack in past year,1,Yes,464
MCQ040  ,MCQ040   - Had asthma attack in past year,2,No,473
MCQ040  ,MCQ040   - Had asthma attack in past year,7,Refused,0
MCQ040  ,MCQ040   - Had asthma attack in past year,9,Don't know,2
MCQ040  ,MCQ040   - Had asthma attack in past year,.,Missing,8831
MCQ050  ,MCQ050   - Emergency care visit for asthma/past yr,1,Yes,193
MCQ050  ,MCQ050   - Emergency care visit for asthma/past yr,2,No,745
MCQ050  ,MCQ050   - Emergency care visit for asthma/past yr,7,Refused,0
MCQ050  ,MCQ050   - Emergency care visit for asthma/past yr,9,Don't know,1
MCQ050  ,MCQ050   - Emergency care visit for asthma/past yr,.,Missing,8831
AGQ030  ,AGQ030   - Did SP have episode of hay fever/past yr,1,Yes,261
AGQ030  ,AGQ030   - Did SP have episode of hay fever/past yr,2,No,675
AGQ030  ,AGQ030   - Did SP have episode of hay fever/past yr,7,Refused,0
AGQ030  ,AGQ030   - Did SP have episode of hay fever/past yr,9,Don't know,3
AGQ030  ,AGQ030   - Did SP have episode of hay fever/past yr,.,Missing,8831
MCQ053  ,MCQ053   - Taking treatment for anemia/past 3 mos,1,Yes,308
MCQ053  ,MCQ053   - Taking treatment for anemia/past 3 mos,2,No,9454
MCQ053  ,MCQ053   - Taking treatment for anemia/past 3 mos,7,Refused,1
MCQ053  ,MCQ053   - Taking treatment for anemia/past 3 mos,9,Don't know,6
MCQ053  ,MCQ053   - Taking treatment for anemia/past 3 mos,.,Missing,1
MCQ070  ,MCQ070   - Ever been told you have psoriasis?,1,Yes,162
MCQ070  ,MCQ070   - Ever been told you have psoriasis?,2,No,6296
MCQ070  ,MCQ070   - Ever been told you have psoriasis?,7,Refused,0
MCQ070  ,MCQ070   - Ever been told you have psoriasis?,9,Don't know,6
MCQ070  ,MCQ070   - Ever been told you have psoriasis?,.,Missing,3306
MCQ075  ,MCQ075   - Degree of Psoriasis,1,"little or no psoriasis,",88
MCQ075  ,MCQ075   - Degree of Psoriasis,2,"only a few patches (that could be covered ","by one or two palms of {your/his/her} "
MCQ075  ,MCQ075   - Degree of Psoriasis,3,"scattered patches (that could be covered ","between three and ten palms of {your/ "
MCQ075  ,MCQ075   - Degree of Psoriasis,4,"extensive psoriasis (covering large areas of ","the body, that would be more than ten "
MCQ075  ,MCQ075   - Degree of Psoriasis,7,Refused,0
MCQ075  ,MCQ075   - Degree of Psoriasis,9,Don't know,2
MCQ075  ,MCQ075   - Degree of Psoriasis,.,Missing,9608
MCQ080  ,MCQ080   - Doctor ever said you were overweight,1,Yes,2154
MCQ080  ,MCQ080   - Doctor ever said you were overweight,2,No,4308
MCQ080  ,MCQ080   - Doctor ever said you were overweight,7,Refused,0
MCQ080  ,MCQ080   - Doctor ever said you were overweight,9,Don't know,2
MCQ080  ,MCQ080   - Doctor ever said you were overweight,.,Missing,3306
MCQ082  ,MCQ082   - Ever been told you have celiac disease?,1,Yes,33
MCQ082  ,MCQ082   - Ever been told you have celiac disease?,2,No,8534
MCQ082  ,MCQ082   - Ever been told you have celiac disease?,7,Refused,0
MCQ082  ,MCQ082   - Ever been told you have celiac disease?,9,Don't know,5
MCQ082  ,MCQ082   - Ever been told you have celiac disease?,.,Missing,1198
MCQ084  ,MCQ084   - Difficulties in thinking or remembering,1,Yes,318
MCQ084  ,MCQ084   - Difficulties in thinking or remembering,2,No,1521
MCQ084  ,MCQ084   - Difficulties in thinking or remembering,7,Refused,0
MCQ084  ,MCQ084   - Difficulties in thinking or remembering,9,Don't know,1
MCQ084  ,MCQ084   - Difficulties in thinking or remembering,.,Missing,7930
MCQ086  ,MCQ086   - Are you on a gluten-free diet?,1,Yes,123
MCQ086  ,MCQ086   - Are you on a gluten-free diet?,2,No,8446
MCQ086  ,MCQ086   - Are you on a gluten-free diet?,7,Refused,0
MCQ086  ,MCQ086   - Are you on a gluten-free diet?,9,Don't know,3
MCQ086  ,MCQ086   - Are you on a gluten-free diet?,.,Missing,1198
MCQ092  ,MCQ092   - Ever receive blood transfusion,1,Yes,732
MCQ092  ,MCQ092   - Ever receive blood transfusion,2,No,7782
MCQ092  ,MCQ092   - Ever receive blood transfusion,7,Refused,1
MCQ092  ,MCQ092   - Ever receive blood transfusion,9,Don't know,57
MCQ092  ,MCQ092   - Ever receive blood transfusion,.,Missing,1198
MCD093,MCD093 - Year receive blood transfusion,1,Before 1972,128
MCD093,MCD093 - Year receive blood transfusion,2,1972 - 1991,187
MCD093,MCD093 - Year receive blood transfusion,3,1992 to present,388
MCD093,MCD093 - Year receive blood transfusion,7,Refused,1
MCD093,MCD093 - Year receive blood transfusion,9,Don't know,28
MCD093,MCD093 - Year receive blood transfusion,.,Missing,9038
MCQ149  ,MCQ149   - Menstrual periods started yet?,1,Yes,38
MCQ149  ,MCQ149   - Menstrual periods started yet?,2,No,394
MCQ149  ,MCQ149   - Menstrual periods started yet?,7,Refused,0
MCQ149  ,MCQ149   - Menstrual periods started yet?,9,Don't know,0
MCQ149  ,MCQ149   - Menstrual periods started yet?,.,Missing,9338
MCQ151  ,MCQ151   - Age at first menstrual period,8 to 11,Range of Values,38
MCQ151  ,MCQ151   - Age at first menstrual period,77,Refused,0
MCQ151  ,MCQ151   - Age at first menstrual period,99,Don't know,0
MCQ151  ,MCQ151   - Age at first menstrual period,.,Missing,9732
MCQ160a ,MCQ160a  - Doctor ever said you had arthritis,1,Yes,1508
MCQ160a ,MCQ160a  - Doctor ever said you had arthritis,2,No,4248
MCQ160a ,MCQ160a  - Doctor ever said you had arthritis,7,Refused,0
MCQ160a ,MCQ160a  - Doctor ever said you had arthritis,9,Don't know,13
MCQ160a ,MCQ160a  - Doctor ever said you had arthritis,.,Missing,4001
MCQ180a ,MCQ180a  - Age when told you had arthritis,1 to 79,Range of Values,1426
MCQ180a ,MCQ180a  - Age when told you had arthritis,80,80 years or older,52
MCQ180a ,MCQ180a  - Age when told you had arthritis,77777,Refused,0
MCQ180a ,MCQ180a  - Age when told you had arthritis,99999,Don't know,30
MCQ180a ,MCQ180a  - Age when told you had arthritis,.,Missing,8262
MCQ195  ,MCQ195   - Which type of arthritis was it?,1,Osteoarthritis or degenerative arthritis,694
MCQ195  ,MCQ195   - Which type of arthritis was it?,2,Rheumatoid arthritis,254
MCQ195  ,MCQ195   - Which type of arthritis was it?,3,Psoriatic arthritis,21
MCQ195  ,MCQ195   - Which type of arthritis was it?,4,Other,138
MCQ195  ,MCQ195   - Which type of arthritis was it?,7,Refused,1
MCQ195  ,MCQ195   - Which type of arthritis was it?,9,Don't know,400
MCQ195  ,MCQ195   - Which type of arthritis was it?,.,Missing,8262
MCQ160n ,MCQ160n  - Doctor ever told you that you had gout?,1,Yes,234
MCQ160n ,MCQ160n  - Doctor ever told you that you had gout?,2,No,5531
MCQ160n ,MCQ160n  - Doctor ever told you that you had gout?,7,Refused,0
MCQ160n ,MCQ160n  - Doctor ever told you that you had gout?,9,Don't know,4
MCQ160n ,MCQ160n  - Doctor ever told you that you had gout?,.,Missing,4001
MCQ180n ,MCQ180n  - Age when told you had gout.,8 to 79,Range of Values,219
MCQ180n ,MCQ180n  - Age when told you had gout.,80,80 years or older,12
MCQ180n ,MCQ180n  - Age when told you had gout.,77777,Refused,0
MCQ180n ,MCQ180n  - Age when told you had gout.,99999,Don't know,3
MCQ180n ,MCQ180n  - Age when told you had gout.,.,Missing,9536
MCQ160b ,MCQ160b  - Ever told had congestive heart failure,1,Yes,182
MCQ160b ,MCQ160b  - Ever told had congestive heart failure,2,No,5579
MCQ160b ,MCQ160b  - Ever told had congestive heart failure,7,Refused,0
MCQ160b ,MCQ160b  - Ever told had congestive heart failure,9,Don't know,8
MCQ160b ,MCQ160b  - Ever told had congestive heart failure,.,Missing,4001
MCQ180b ,MCQ180b  - Age when told you had heart failure,0 to 79,Range of Values,166
MCQ180b ,MCQ180b  - Age when told you had heart failure,80,80 years or older,15
MCQ180b ,MCQ180b  - Age when told you had heart failure,77777,Refused,0
MCQ180b ,MCQ180b  - Age when told you had heart failure,99999,Don't know,1
MCQ180b ,MCQ180b  - Age when told you had heart failure,.,Missing,9588
MCQ160c ,MCQ160c  - Ever told you had coronary heart disease,1,Yes,232
MCQ160c ,MCQ160c  - Ever told you had coronary heart disease,2,No,5519
MCQ160c ,MCQ160c  - Ever told you had coronary heart disease,7,Refused,0
MCQ160c ,MCQ160c  - Ever told you had coronary heart disease,9,Don't know,18
MCQ160c ,MCQ160c  - Ever told you had coronary heart disease,.,Missing,4001
MCQ180c ,MCQ180c  - Age when told had coronary heart disease,0 to 79,Range of Values,210
MCQ180c ,MCQ180c  - Age when told had coronary heart disease,80,80 years or older,21
MCQ180c ,MCQ180c  - Age when told had coronary heart disease,77777,Refused,0
MCQ180c ,MCQ180c  - Age when told had coronary heart disease,99999,Don't know,1
MCQ180c ,MCQ180c  - Age when told had coronary heart disease,.,Missing,9538
MCQ160d ,MCQ160d  - Ever told you had angina/angina pectoris,1,Yes,136
MCQ160d ,MCQ160d  - Ever told you had angina/angina pectoris,2,No,5625
MCQ160d ,MCQ160d  - Ever told you had angina/angina pectoris,7,Refused,0
MCQ160d ,MCQ160d  - Ever told you had angina/angina pectoris,9,Don't know,8
MCQ160d ,MCQ160d  - Ever told you had angina/angina pectoris,.,Missing,4001
MCQ180d ,MCQ180d  - Age when told you had angina pectoris,9 to 79,Range of Values,125
MCQ180d ,MCQ180d  - Age when told you had angina pectoris,80,80 years or older,10
MCQ180d ,MCQ180d  - Age when told you had angina pectoris,77777,Refused,0
MCQ180d ,MCQ180d  - Age when told you had angina pectoris,99999,Don't know,1
MCQ180d ,MCQ180d  - Age when told you had angina pectoris,.,Missing,9634
MCQ160e ,MCQ160e  - Ever told you had heart attack,1,Yes,230
MCQ160e ,MCQ160e  - Ever told you had heart attack,2,No,5536
MCQ160e ,MCQ160e  - Ever told you had heart attack,7,Refused,0
MCQ160e ,MCQ160e  - Ever told you had heart attack,9,Don't know,3
MCQ160e ,MCQ160e  - Ever told you had heart attack,.,Missing,4001
MCQ180e ,MCQ180e  - Age when told you had heart attack,16 to 78,Range of Values,215
MCQ180e ,MCQ180e  - Age when told you had heart attack,80,80 years or older,13
MCQ180e ,MCQ180e  - Age when told you had heart attack,77777,Refused,0
MCQ180e ,MCQ180e  - Age when told you had heart attack,99999,Don't know,1
MCQ180e ,MCQ180e  - Age when told you had heart attack,.,Missing,9541
MCQ160f ,MCQ160f  - Ever told you had a stroke,1,Yes,202
