short_title,title,code or value,description,count,Lookup,Column
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,R,"Missing due to dental disease,  but replaced by a fixed restoration",81,OHX05CTC_R,"OHX05CTC_Missing due to dental disease,  but replaced by a fixed restoration"
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,S,Sound permanent tooth,3997,OHX05CTC_S,OHX05CTC_Sound permanent tooth
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,T,Permanent root tip is present but a restorative replacement is present,1,OHX05CTC_T,OHX05CTC_Permanent root tip is present but a restorative replacement is present
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,U,Unerupted,120,OHX05CTC_U,OHX05CTC_Unerupted
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,X,"Missing due to other causes, but replaced by a fixed restoration",1,OHX05CTC_X,"OHX05CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,Y,"Tooth present, condition cannot be assessed",54,OHX05CTC_Y,"OHX05CTC_Tooth present, condition cannot be assessed"
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,Z,Permanent tooth with surface condition (s),1405,OHX05CTC_Z,OHX05CTC_Permanent tooth with surface condition (s)
OHX05CTC,OHX05CTC - Coronal Caries: Tooth Count #5,< blank >,Missing,457,OHX05CTC_< blank >,OHX05CTC_Missing
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,D,Sound primary tooth,1927,OHX06CTC_D,OHX06CTC_Sound primary tooth
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,E,Missing due to dental disease,108,OHX06CTC_E,OHX06CTC_Missing due to dental disease
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,J,Permanent root tip is present but no restorative replacement is present,66,OHX06CTC_J,OHX06CTC_Permanent root tip is present but no restorative replacement is present
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,K,Primary tooth with surface condition (s),40,OHX06CTC_K,OHX06CTC_Primary tooth with surface condition (s)
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,M,Missing due to other causes,18,OHX06CTC_M,OHX06CTC_Missing due to other causes
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,P,Missing due to dental disease but replaced by a removable restoration,587,OHX06CTC_P,OHX06CTC_Missing due to dental disease but replaced by a removable restoration
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Q,Missing due to other causes but replaced by a removable restoration,35,OHX06CTC_Q,OHX06CTC_Missing due to other causes but replaced by a removable restoration
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,R,"Missing due to dental disease,  but replaced by a fixed restoration",27,OHX06CTC_R,"OHX06CTC_Missing due to dental disease,  but replaced by a fixed restoration"
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,S,Sound permanent tooth,5165,OHX06CTC_S,OHX06CTC_Sound permanent tooth
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,T,Permanent root tip is present but a restorative replacement is present,0,OHX06CTC_T,OHX06CTC_Permanent root tip is present but a restorative replacement is present
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,U,Unerupted,206,OHX06CTC_U,OHX06CTC_Unerupted
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,X,"Missing due to other causes, but replaced by a fixed restoration",4,OHX06CTC_X,"OHX06CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Y,"Tooth present, condition cannot be assessed",204,OHX06CTC_Y,"OHX06CTC_Tooth present, condition cannot be assessed"
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,Z,Permanent tooth with surface condition (s),578,OHX06CTC_Z,OHX06CTC_Permanent tooth with surface condition (s)
OHX06CTC,OHX06CTC - Coronal Caries: Tooth Count #6,< blank >,Missing,457,OHX06CTC_< blank >,OHX06CTC_Missing
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,D,Sound primary tooth,1386,OHX07CTC_D,OHX07CTC_Sound primary tooth
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,E,Missing due to dental disease,147,OHX07CTC_E,OHX07CTC_Missing due to dental disease
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,J,Permanent root tip is present but no restorative replacement is present,74,OHX07CTC_J,OHX07CTC_Permanent root tip is present but no restorative replacement is present
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,K,Primary tooth with surface condition (s),50,OHX07CTC_K,OHX07CTC_Primary tooth with surface condition (s)
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,M,Missing due to other causes,27,OHX07CTC_M,OHX07CTC_Missing due to other causes
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,P,Missing due to dental disease but replaced by a removable restoration,648,OHX07CTC_P,OHX07CTC_Missing due to dental disease but replaced by a removable restoration
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Q,Missing due to other causes but replaced by a removable restoration,38,OHX07CTC_Q,OHX07CTC_Missing due to other causes but replaced by a removable restoration
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,R,"Missing due to dental disease, but replaced by a fixed restoration",73,OHX07CTC_R,"OHX07CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,S,Sound permanent tooth,5322,OHX07CTC_S,OHX07CTC_Sound permanent tooth
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,T,Permanent root tip is present but a restorative replacement is present,1,OHX07CTC_T,OHX07CTC_Permanent root tip is present but a restorative replacement is present
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,U,Unerupted,117,OHX07CTC_U,OHX07CTC_Unerupted
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,X,"Missing due to other causes, but replaced but replaced by a fixed restoration",14,OHX07CTC_X,"OHX07CTC_Missing due to other causes, but replaced but replaced by a fixed restoration"
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Y,"Tooth present, condition cannot be assessed",241,OHX07CTC_Y,"OHX07CTC_Tooth present, condition cannot be assessed"
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,Z,Permanent tooth with surface condition (s),827,OHX07CTC_Z,OHX07CTC_Permanent tooth with surface condition (s)
OHX07CTC,OHX07CTC - Coronal Caries: Tooth Count #7,< blank >,Missing,457,OHX07CTC_< blank >,OHX07CTC_Missing
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,D,Sound primary tooth,1171,OHX08CTC_D,OHX08CTC_Sound primary tooth
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,E,Missing due to dental disease,139,OHX08CTC_E,OHX08CTC_Missing due to dental disease
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,J,Permanent root tip is present but no restorative replacement is present,53,OHX08CTC_J,OHX08CTC_Permanent root tip is present but no restorative replacement is present
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,K,Primary tooth with surface condition (s),79,OHX08CTC_K,OHX08CTC_Primary tooth with surface condition (s)
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,M,Missing due to other causes,11,OHX08CTC_M,OHX08CTC_Missing due to other causes
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,P,Missing  due to dental disease but replaced by a removable restoration,654,OHX08CTC_P,OHX08CTC_Missing  due to dental disease but replaced by a removable restoration
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Q,Missing due to other causes but replaced by a removable restoration,44,OHX08CTC_Q,OHX08CTC_Missing due to other causes but replaced by a removable restoration
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,R,Missing due to dental disease but replaced by a fixed restoration,80,OHX08CTC_R,OHX08CTC_Missing due to dental disease but replaced by a fixed restoration
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,S,Sound permanent tooth,5473,OHX08CTC_S,OHX08CTC_Sound permanent tooth
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,T,Permanent root tip is present but a restorative replacement is present,1,OHX08CTC_T,OHX08CTC_Permanent root tip is present but a restorative replacement is present
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,U,Unerupted,69,OHX08CTC_U,OHX08CTC_Unerupted
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,X,"Missing due to other causes, but replaced by a fixed restoration",16,OHX08CTC_X,"OHX08CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Y,"Tooth present, condition cannot be assessed",336,OHX08CTC_Y,"OHX08CTC_Tooth present, condition cannot be assessed"
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,Z,Permanent tooth with surface condition (s),839,OHX08CTC_Z,OHX08CTC_Permanent tooth with surface condition (s)
OHX08CTC,OHX08CTC - Coronal Caries: Tooth Count #8,< blank >,Missing,457,OHX08CTC_< blank >,OHX08CTC_Missing
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,D,Sound primary tooth,1163,OHX09CTC_D,OHX09CTC_Sound primary tooth
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,E,Missing due to dental disease,134,OHX09CTC_E,OHX09CTC_Missing due to dental disease
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,J,Permanent root tip is present but no restorative replacement is present,57,OHX09CTC_J,OHX09CTC_Permanent root tip is present but no restorative replacement is present
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,K,Primary tooth with surface condition (s),72,OHX09CTC_K,OHX09CTC_Primary tooth with surface condition (s)
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,M,Missing due to other causes,12,OHX09CTC_M,OHX09CTC_Missing due to other causes
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,P,Missing due to dental disease but replaced by a removable restoration,651,OHX09CTC_P,OHX09CTC_Missing due to dental disease but replaced by a removable restoration
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Q,Missing due to other causes but replaced by a removable restoration,41,OHX09CTC_Q,OHX09CTC_Missing due to other causes but replaced by a removable restoration
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,R,"Missing due to dental disease, but replaced by a fixed restoration",77,OHX09CTC_R,"OHX09CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,S,Sound permanent tooth,5500,OHX09CTC_S,OHX09CTC_Sound permanent tooth
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,T,Permanent root tip is present but a restorative replacement is present,2,OHX09CTC_T,OHX09CTC_Permanent root tip is present but a restorative replacement is present
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,U,Unerupted,73,OHX09CTC_U,OHX09CTC_Unerupted
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,X,"Missing due to other causes, but replaced by a fixed restoration",16,OHX09CTC_X,"OHX09CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Y,"Tooth present, condition cannot be assessed",354,OHX09CTC_Y,"OHX09CTC_Tooth present, condition cannot be assessed"
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,Z,Permanent tooth with surface condition (s),813,OHX09CTC_Z,OHX09CTC_Permanent tooth with surface condition (s)
OHX09CTC,OHX09CTC - Coronal Caries: Tooth Count #9,< blank >,Missing,457,OHX09CTC_< blank >,OHX09CTC_Missing
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,D,Sound primary tooth,1375,OHX10CTC_D,OHX10CTC_Sound primary tooth
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,E,Missing due to dental disease,151,OHX10CTC_E,OHX10CTC_Missing due to dental disease
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,J,Permanent root tip is present but no restorative replacement is present,73,OHX10CTC_J,OHX10CTC_Permanent root tip is present but no restorative replacement is present
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,K,Primary tooth with surface condition (s),49,OHX10CTC_K,OHX10CTC_Primary tooth with surface condition (s)
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,M,Missing due to other causes,25,OHX10CTC_M,OHX10CTC_Missing due to other causes
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,P,Missing due to dental disease but replaced by a removable restoration,629,OHX10CTC_P,OHX10CTC_Missing due to dental disease but replaced by a removable restoration
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Q,Missing due to other causes but replaced by a removable restoration,37,OHX10CTC_Q,OHX10CTC_Missing due to other causes but replaced by a removable restoration
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,R,"Missing due to dental disease, but replaced by a fixed restoration",70,OHX10CTC_R,"OHX10CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,S,Sound permanent tooth,5312,OHX10CTC_S,OHX10CTC_Sound permanent tooth
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,T,Permanent root tip is present but a restorative replacement is present,0,OHX10CTC_T,OHX10CTC_Permanent root tip is present but a restorative replacement is present
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,U,Unerupted,130,OHX10CTC_U,OHX10CTC_Unerupted
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,X,"Missing due to other causes, but replaced by a fixed restoration",12,OHX10CTC_X,"OHX10CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Y,"Tooth present, condition cannot be assessed",234,OHX10CTC_Y,"OHX10CTC_Tooth present, condition cannot be assessed"
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,Z,Permanent tooth with surface condition (s),868,OHX10CTC_Z,OHX10CTC_Permanent tooth with surface condition (s)
OHX10CTC,OHX10CTC - Coronal Caries: Tooth Count #10,< blank >,Missing,457,OHX10CTC_< blank >,OHX10CTC_Missing
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,D,Sound primary tooth,1931,OHX11CTC_D,OHX11CTC_Sound primary tooth
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,E,Missing due to dental disease,122,OHX11CTC_E,OHX11CTC_Missing due to dental disease
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,J,Permanent root tip is present but no restorative replacement is present,79,OHX11CTC_J,OHX11CTC_Permanent root tip is present but no restorative replacement is present
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,K,Primary tooth with surface condition (s),41,OHX11CTC_K,OHX11CTC_Primary tooth with surface condition (s)
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,M,Missing due to other causes,14,OHX11CTC_M,OHX11CTC_Missing due to other causes
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,P,Missing due to dental disease but replaced by a removable restoration,568,OHX11CTC_P,OHX11CTC_Missing due to dental disease but replaced by a removable restoration
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Q,Missing due to other causes but replaced by a removable restoration,32,OHX11CTC_Q,OHX11CTC_Missing due to other causes but replaced by a removable restoration
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,R,"Missing due to dental disease, but replaced by a fixed restoration",26,OHX11CTC_R,"OHX11CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,S,Sound permanent tooth,5123,OHX11CTC_S,OHX11CTC_Sound permanent tooth
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,T,Permanent root tip is present but a restorative replacement is present,0,OHX11CTC_T,OHX11CTC_Permanent root tip is present but a restorative replacement is present
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,U,Unerupted,193,OHX11CTC_U,OHX11CTC_Unerupted
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,X,"Missing due to other causes, but replaced by a fixed restoration",1,OHX11CTC_X,"OHX11CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Y,"Tooth present, condition cannot be assessed",203,OHX11CTC_Y,"OHX11CTC_Tooth present, condition cannot be assessed"
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,Z,Permanent tooth with surface condition (s),632,OHX11CTC_Z,OHX11CTC_Permanent tooth with surface condition (s)
OHX11CTC,OHX11CTC - Coronal Caries: Tooth Count #11,< blank >,Missing,457,OHX11CTC_< blank >,OHX11CTC_Missing
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,D,Sound primary tooth,1585,OHX12CTC_D,OHX12CTC_Sound primary tooth
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,E,Missing due to dental disease,315,OHX12CTC_E,OHX12CTC_Missing due to dental disease
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,J,Permanent root tip is present but no restorative replacement is present,117,OHX12CTC_J,OHX12CTC_Permanent root tip is present but no restorative replacement is present
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,K,Primary tooth with surface condition (s),275,OHX12CTC_K,OHX12CTC_Primary tooth with surface condition (s)
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,M,Missing due to other causes,345,OHX12CTC_M,OHX12CTC_Missing due to other causes
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,P,Missing due to dental disease but replaced by a removable restoration,666,OHX12CTC_P,OHX12CTC_Missing due to dental disease but replaced by a removable restoration
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Q,Missing due to other causes but replaced by a removable restoration,35,OHX12CTC_Q,OHX12CTC_Missing due to other causes but replaced by a removable restoration
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,R,"Missing due to dental disease, but replaced by a fixed restoration",74,OHX12CTC_R,"OHX12CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,S,Sound permanent tooth,3990,OHX12CTC_S,OHX12CTC_Sound permanent tooth
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,T,Permanent root tip is present but a restorative replacement is present,2,OHX12CTC_T,OHX12CTC_Permanent root tip is present but a restorative replacement is present
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,U,Unerupted,106,OHX12CTC_U,OHX12CTC_Unerupted
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,X,"Missing due to other causes, but replaced by a fixed restoration",1,OHX12CTC_X,"OHX12CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Y,"Tooth present, condition cannot be assessed",63,OHX12CTC_Y,"OHX12CTC_Tooth present, condition cannot be assessed"
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,Z,Permanent tooth with surface condition (s),1391,OHX12CTC_Z,OHX12CTC_Permanent tooth with surface condition (s)
OHX12CTC,OHX12CTC - Coronal Caries: Tooth Count #12,< blank >,Missing,457,OHX12CTC_< blank >,OHX12CTC_Missing
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,D,Sound primary tooth,1494,OHX13CTC_D,OHX13CTC_Sound primary tooth
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,E,Missing due to dental disease,426,OHX13CTC_E,OHX13CTC_Missing due to dental disease
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,J,Permanent root tip is present but no restorative replacement is present,123,OHX13CTC_J,OHX13CTC_Permanent root tip is present but no restorative replacement is present
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,K,Primary tooth with surface condition (s),386,OHX13CTC_K,OHX13CTC_Primary tooth with surface condition (s)
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,M,Missing due to other causes,5,OHX13CTC_M,OHX13CTC_Missing due to other causes
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,P,Missing due to dental disease but replaced by a removable restoration,674,OHX13CTC_P,OHX13CTC_Missing due to dental disease but replaced by a removable restoration
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Q,Missing due to other causes but replaced by a removable restoration,33,OHX13CTC_Q,OHX13CTC_Missing due to other causes but replaced by a removable restoration
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,R,"Missing due to dental disease, but replaced by a fixed restoration",99,OHX13CTC_R,"OHX13CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,S,Sound permanent tooth,3760,OHX13CTC_S,OHX13CTC_Sound permanent tooth
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,T,Permanent root tip is present but a restorative replacement is present,0,OHX13CTC_T,OHX13CTC_Permanent root tip is present but a restorative replacement is present
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,U,Unerupted,312,OHX13CTC_U,OHX13CTC_Unerupted
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,X,"Missing due to other causes, but replaced by a fixed restoration",1,OHX13CTC_X,"OHX13CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Y,"Tooth present, condition cannot be assessed",30,OHX13CTC_Y,"OHX13CTC_Tooth present, condition cannot be assessed"
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,Z,Permanent tooth with surface condition (s),1622,OHX13CTC_Z,OHX13CTC_Permanent tooth with surface condition (s)
OHX13CTC,OHX13CTC - Coronal Caries: Tooth Count #13,< blank >,Missing,457,OHX13CTC_< blank >,OHX13CTC_Missing
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,D,Sound primary tooth,0,OHX14CTC_D,OHX14CTC_Sound primary tooth
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,E,Missing due to dental disease,631,OHX14CTC_E,OHX14CTC_Missing due to dental disease
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,J,Permanent root tip is present but no restorative replacement is present,114,OHX14CTC_J,OHX14CTC_Permanent root tip is present but no restorative replacement is present
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,K,Primary tooth with surface condition (s),0,OHX14CTC_K,OHX14CTC_Primary tooth with surface condition (s)
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,M,Missing due to other causes,3,OHX14CTC_M,OHX14CTC_Missing due to other causes
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,P,Missing due to dental disease but replaced by a removable restoration,698,OHX14CTC_P,OHX14CTC_Missing due to dental disease but replaced by a removable restoration
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Q,Missing due to other causes but replaced by a removable restoration,35,OHX14CTC_Q,OHX14CTC_Missing due to other causes but replaced by a removable restoration
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,R,"Missing due to dental disease, but replaced by a fixed restoration",72,OHX14CTC_R,"OHX14CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,S,Sound permanent tooth,3234,OHX14CTC_S,OHX14CTC_Sound permanent tooth
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,T,Permanent root tip is present but a restorative replacement is present,0,OHX14CTC_T,OHX14CTC_Permanent root tip is present but a restorative replacement is present
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,U,Unerupted,1178,OHX14CTC_U,OHX14CTC_Unerupted
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,X,"Missing due to other causes, but replaced by a fixed restoration",0,OHX14CTC_X,"OHX14CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Y,"Tooth present, condition cannot be assessed",59,OHX14CTC_Y,"OHX14CTC_Tooth present, condition cannot be assessed"
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,Z,Permanent tooth with surface condition (s),2941,OHX14CTC_Z,OHX14CTC_Permanent tooth with surface condition (s)
OHX14CTC,OHX14CTC - Coronal Caries: Tooth Count #14,< blank >,Missing,457,OHX14CTC_< blank >,OHX14CTC_Missing
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,D,Sound primary tooth,0,OHX15CTC_D,OHX15CTC_Sound primary tooth
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,E,Missing due to dental disease,770,OHX15CTC_E,OHX15CTC_Missing due to dental disease
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,J,Permanent root tip is present but no restorative replacement is present,96,OHX15CTC_J,OHX15CTC_Permanent root tip is present but no restorative replacement is present
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,K,Primary tooth with surface condition (s),0,OHX15CTC_K,OHX15CTC_Primary tooth with surface condition (s)
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,M,Missing due to other causes,6,OHX15CTC_M,OHX15CTC_Missing due to other causes
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,P,Missing due to dental disease but replaced by a removable restoration,644,OHX15CTC_P,OHX15CTC_Missing due to dental disease but replaced by a removable restoration
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Q,Missing due to other causes but replaced by a removable restoration,33,OHX15CTC_Q,OHX15CTC_Missing due to other causes but replaced by a removable restoration
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,R,"Missing due to dental disease, but replaced by a fixed restoration",11,OHX15CTC_R,"OHX15CTC_Missing due to dental disease, but replaced by a fixed restoration"
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,S,Sound permanent tooth,2618,OHX15CTC_S,OHX15CTC_Sound permanent tooth
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,T,Permanent root tip is present but a restorative replacement is present,0,OHX15CTC_T,OHX15CTC_Permanent root tip is present but a restorative replacement is present
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,U,Unerupted,2382,OHX15CTC_U,OHX15CTC_Unerupted
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,X,"Missing due to other causes, but replaced by a fixed restoration",0,OHX15CTC_X,"OHX15CTC_Missing due to other causes, but replaced by a fixed restoration"
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Y,"Tooth present, condition cannot be assessed",28,OHX15CTC_Y,"OHX15CTC_Tooth present, condition cannot be assessed"
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,Z,Permanent tooth with surface condition (s),2377,OHX15CTC_Z,OHX15CTC_Permanent tooth with surface condition (s)
OHX15CTC,OHX15CTC - Coronal Caries: Tooth Count #15,< blank >,Missing,457,OHX15CTC_< blank >,OHX15CTC_Missing
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,D,Sound primary tooth,0,OHX18CTC_D,OHX18CTC_Sound primary tooth
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,E,Missing due to dental disease,1066,OHX18CTC_E,OHX18CTC_Missing due to dental disease
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,J,Permanent root tip is present but no restorative replacement is present,96,OHX18CTC_J,OHX18CTC_Permanent root tip is present but no restorative replacement is present
OHX18CTC,OHX18CTC - Coronal Caries: Tooth Count #18,K,Primary tooth with surface condition (s),0,OHX18CTC_K,OHX18CTC_Primary tooth with surface condition (s)
