short_title,title,code or value,description,count
LBXHE2  ,LBXHE2   - Herpes Simplex Virus Type 2,3,Indeterminate,18
LBXHE2  ,LBXHE2   - Herpes Simplex Virus Type 2,.,Missing,886
WTSA2YR,WTSA2YR - Subsample A Weights,0 to 530325.34726,Range of Values,2755
WTSA2YR,WTSA2YR - Subsample A Weights,.,Missing,0
URXAAC  ,URXAAC   - A-a-C (pg/mL),0.44 to 1200,Range of Values,2568
URXAAC  ,URXAAC   - A-a-C (pg/mL),.,Missing,187
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,0,At or above the detection limit,1279
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,1,Below lower detection limit,1289
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,.,Missing,187
URXGLP1 ,URXGLP1  - Glu-P-1 (pg/mL),0.22 to 2.13,Range of Values,2572
URXGLP1 ,URXGLP1  - Glu-P-1 (pg/mL),.,Missing,183
URDGP1LC,URDGP1LC - Glu-P-1 (pg/mL) Comment Code,0,At or above the detection limit,55
URDGP1LC,URDGP1LC - Glu-P-1 (pg/mL) Comment Code,1,Below lower detection limit,2517
URDGP1LC,URDGP1LC - Glu-P-1 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDGP1LC,URDGP1LC - Glu-P-1 (pg/mL) Comment Code,.,Missing,183
URXGLP2 ,URXGLP2  - GLU-P-2 (pg/mL),0.59 to 2.16,Range of Values,2572
URXGLP2 ,URXGLP2  - GLU-P-2 (pg/mL),.,Missing,183
URDGP2LC,URDGP2LC - GLU-P-2 (pg/mL) Comment Code,0,At or above the detection limit,8
URDGP2LC,URDGP2LC - GLU-P-2 (pg/mL) Comment Code,1,Below lower detection limit,2564
URDGP2LC,URDGP2LC - GLU-P-2 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDGP2LC,URDGP2LC - GLU-P-2 (pg/mL) Comment Code,.,Missing,183
URXHM   ,URXHM    - Harman (pg/mL),3.25 to 39800,Range of Values,2571
URXHM   ,URXHM    - Harman (pg/mL),.,Missing,184
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,0,At or above the detection limit,2570
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,1,Below lower detection limit,1
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,.,Missing,184
URXIQ   ,URXIQ    - IQ (pg/mL),0.26 to 9.77,Range of Values,2572
URXIQ   ,URXIQ    - IQ (pg/mL),.,Missing,183
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,0,At or above the detection limit,53
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,1,Below lower detection limit,2519
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,.,Missing,183
URXMAAC ,URXMAAC  - MeA-a-C (pg/mL),0.23 to 94.8,Range of Values,2569
URXMAAC ,URXMAAC  - MeA-a-C (pg/mL),.,Missing,186
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,0,At or above the detection limit,394
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,1,Below lower detection limit,2175
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,.,Missing,186
URXNHM  ,URXNHM   - Norharman (pg/mL),8.9 to 8840,Range of Values,2552
URXNHM  ,URXNHM   - Norharman (pg/mL),.,Missing,203
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,0,At or above the detection limit,2550
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,1,Below lower detection limit,2
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,.,Missing,203
URXPHIP ,URXPHIP  - PhlP (pg/mL),0.24 to 324,Range of Values,2569
URXPHIP ,URXPHIP  - PhlP (pg/mL),.,Missing,186
URDPHPLC,URDPHPLC - PhlP (pg/mL) Comment Code,0,At or above the detection limit,1466
URDPHPLC,URDPHPLC - PhlP (pg/mL) Comment Code,1,Below lower detection limit,1103
URDPHPLC,URDPHPLC - PhlP (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDPHPLC,URDPHPLC - PhlP (pg/mL) Comment Code,.,Missing,186
URXTRP1 ,URXTRP1  - Trp-P-1 (pg/mL),0.56 to 7.89,Range of Values,2569
URXTRP1 ,URXTRP1  - Trp-P-1 (pg/mL),.,Missing,186
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,0,At or above the detection limit,43
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,1,Below lower detection limit,2526
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,.,Missing,186
URXTRP2 ,URXTRP2  - Trp-P-2 (pg/mL),0.45 to 9.04,Range of Values,2571
URXTRP2 ,URXTRP2  - Trp-P-2 (pg/mL),.,Missing,184
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,0,At or above the detection limit,51
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,1,Below lower detection limit,2520
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,.,Missing,184
WTFSM,WTFSM - Two-year smoking weights,6426.907677 to 456840.9815,Range of Values,2546
WTFSM,WTFSM - Two-year smoking weights,0,No Lab Result,59
WTFSM,WTFSM - Two-year smoking weights,.,Missing,0
URXAAC  ,URXAAC   - A-a-C (pg/mL),0.44 to 1200,Range of Values,2446
URXAAC  ,URXAAC   - A-a-C (pg/mL),.,Missing,159
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,0,At or above the detection limit,1569
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,1,Below lower detection limit,877
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDAACLC,URDAACLC - A-a-C (pg/mL) Comment Code,.,Missing,159
URXGLP1 ,URXGLP1  - Glu-P1 (pg/mL),0.22 to 2.13,Range of Values,2453
URXGLP1 ,URXGLP1  - Glu-P1 (pg/mL),.,Missing,152
URDGP1LC,URDGP1LC - Glu-P1 (pg/mL) Comment Code,0,At or above the detection limit,41
URDGP1LC,URDGP1LC - Glu-P1 (pg/mL) Comment Code,1,Below lower detection limit,2412
URDGP1LC,URDGP1LC - Glu-P1 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDGP1LC,URDGP1LC - Glu-P1 (pg/mL) Comment Code,.,Missing,152
URXGLP2 ,URXGLP2  - GLU-P2 (pg/mL),0.59 to 2.16,Range of Values,2451
URXGLP2 ,URXGLP2  - GLU-P2 (pg/mL),.,Missing,154
URDGP2LC,URDGP2LC - GLU-P2 (pg/mL) Comment Code,0,At or above the detection limit,7
URDGP2LC,URDGP2LC - GLU-P2 (pg/mL) Comment Code,1,Below lower detection limit,2444
URDGP2LC,URDGP2LC - GLU-P2 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDGP2LC,URDGP2LC - GLU-P2 (pg/mL) Comment Code,.,Missing,154
URXHM   ,URXHM    - Harman (pg/mL),3.25 to 39800,Range of Values,2452
URXHM   ,URXHM    - Harman (pg/mL),.,Missing,153
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,0,At or above the detection limit,2451
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,1,Below lower detection limit,1
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDHMLC ,URDHMLC  - Harman (pg/mL) Comment Code,.,Missing,153
URXIQ   ,URXIQ    - IQ (pg/mL),0.26 to 9.77,Range of Values,2452
URXIQ   ,URXIQ    - IQ (pg/mL),.,Missing,153
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,0,At or above the detection limit,67
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,1,Below lower detection limit,2385
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDIQLC ,URDIQLC  - IQ (pg/mL) Comment Code,.,Missing,153
URXMAAC ,URXMAAC  - MeA-a-C (pg/mL),0.23 to 94.8,Range of Values,2448
URXMAAC ,URXMAAC  - MeA-a-C (pg/mL),.,Missing,157
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,0,At or above the detection limit,811
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,1,Below lower detection limit,1637
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDMACLC,URDMACLC - MeA-a-C (pg/mL) Comment Code,.,Missing,157
URXNHM  ,URXNHM   - Norharman (pg/mL),8.9 to 9530,Range of Values,2424
URXNHM  ,URXNHM   - Norharman (pg/mL),.,Missing,181
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,0,At or above the detection limit,2422
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,1,Below lower detection limit,2
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDNHMLC,URDNHMLC - Norharman (pg/mL) Comment Code,.,Missing,181
URXPHIP ,URXPHIP  - PhIP (pg/mL),0.24 to 324,Range of Values,2451
URXPHIP ,URXPHIP  - PhIP (pg/mL),.,Missing,154
URDPHPLC,URDPHPLC - PhIP (pg/mL) Comment Code,0,At or above the detection limit,1377
URDPHPLC,URDPHPLC - PhIP (pg/mL) Comment Code,1,Below lower detection limit,1074
URDPHPLC,URDPHPLC - PhIP (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDPHPLC,URDPHPLC - PhIP (pg/mL) Comment Code,.,Missing,154
URXTRP1 ,URXTRP1  - Trp-P-1 (pg/mL),0.56 to 8.32,Range of Values,2449
URXTRP1 ,URXTRP1  - Trp-P-1 (pg/mL),.,Missing,156
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,0,At or above the detection limit,38
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,1,Below lower detection limit,2411
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDTP1LC,URDTP1LC - Trp-P-1 (pg/mL) Comment Code,.,Missing,156
URXTRP2 ,URXTRP2  - Trp-P-2 (pg/mL),0.45 to 6.06,Range of Values,2452
URXTRP2 ,URXTRP2  - Trp-P-2 (pg/mL),.,Missing,153
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,0,At or above the detection limit,110
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,1,Below lower detection limit,2342
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,2,Detectable result and exceeds the calibrated range of assay,0
URDTP2LC,URDTP2LC - Trp-P-2 (pg/mL) Comment Code,.,Missing,153
LBDHI   ,LBDHI    - HIV antibody test result,1,Positive,20
LBDHI   ,LBDHI    - HIV antibody test result,2,Negative,3888
LBDHI   ,LBDHI    - HIV antibody test result,3,Indeterminate,4
LBDHI   ,LBDHI    - HIV antibody test result,.,Missing,227
ORXGH   ,ORXGH    - HPV High Globulin Band result,1,Positive,4724
ORXGH   ,ORXGH    - HPV High Globulin Band result,2,Negative,0
ORXGH   ,ORXGH    - HPV High Globulin Band result,3,Not evaluated,333
ORXGH   ,ORXGH    - HPV High Globulin Band result,.,Missing,0
ORXGL   ,ORXGL    - HPV Low Globulin Band result,1,Positive,4724
ORXGL   ,ORXGL    - HPV Low Globulin Band result,2,Negative,0
ORXGL   ,ORXGL    - HPV Low Globulin Band result,3,Not evaluated,333
ORXGL   ,ORXGL    - HPV Low Globulin Band result,.,Missing,0
ORXH06  ,ORXH06   - HPV Type 6,1,Positive,16
ORXH06  ,ORXH06   - HPV Type 6,2,Negative,4708
ORXH06  ,ORXH06   - HPV Type 6,3,Not evaluated,333
ORXH06  ,ORXH06   - HPV Type 6,.,Missing,0
ORXH11  ,ORXH11   - HPV Type 11,1,Positive,1
ORXH11  ,ORXH11   - HPV Type 11,2,Negative,4723
ORXH11  ,ORXH11   - HPV Type 11,3,Not evaluated,333
ORXH11  ,ORXH11   - HPV Type 11,.,Missing,0
ORXH16  ,ORXH16   - HPV Type 16,1,Positive,41
ORXH16  ,ORXH16   - HPV Type 16,2,Negative,4683
ORXH16  ,ORXH16   - HPV Type 16,3,Not evaluated,333
ORXH16  ,ORXH16   - HPV Type 16,.,Missing,0
ORXH18  ,ORXH18   - HPV Type 18,1,Positive,8
ORXH18  ,ORXH18   - HPV Type 18,2,Negative,4716
ORXH18  ,ORXH18   - HPV Type 18,3,Not evaluated,333
ORXH18  ,ORXH18   - HPV Type 18,.,Missing,0
ORXH26  ,ORXH26   - HPV Type 26,1,Positive,1
ORXH26  ,ORXH26   - HPV Type 26,2,Negative,4723
ORXH26  ,ORXH26   - HPV Type 26,3,Not evaluated,333
ORXH26  ,ORXH26   - HPV Type 26,.,Missing,0
ORXH31  ,ORXH31   - HPV Type 31,1,Positive,3
ORXH31  ,ORXH31   - HPV Type 31,2,Negative,4721
ORXH31  ,ORXH31   - HPV Type 31,3,Not evaluated,333
ORXH31  ,ORXH31   - HPV Type 31,.,Missing,0
ORXH33  ,ORXH33   - HPV Type 33,1,Positive,8
ORXH33  ,ORXH33   - HPV Type 33,2,Negative,4716
ORXH33  ,ORXH33   - HPV Type 33,3,Not evaluated,333
ORXH33  ,ORXH33   - HPV Type 33,.,Missing,0
ORXH35  ,ORXH35   - HPV Type 35,1,Positive,18
ORXH35  ,ORXH35   - HPV Type 35,2,Negative,4706
ORXH35  ,ORXH35   - HPV Type 35,3,Not evaluated,333
ORXH35  ,ORXH35   - HPV Type 35,.,Missing,0
ORXH39  ,ORXH39   - HPV Type 39,1,Positive,13
ORXH39  ,ORXH39   - HPV Type 39,2,Negative,4711
ORXH39  ,ORXH39   - HPV Type 39,3,Not evaluated,333
ORXH39  ,ORXH39   - HPV Type 39,.,Missing,0
ORXH40  ,ORXH40   - HPV Type 40,1,Positive,1
ORXH40  ,ORXH40   - HPV Type 40,2,Negative,4723
ORXH40  ,ORXH40   - HPV Type 40,3,Not evaluated,333
ORXH40  ,ORXH40   - HPV Type 40,.,Missing,0
ORXH42  ,ORXH42   - HPV Type 42,1,Positive,7
ORXH42  ,ORXH42   - HPV Type 42,2,Negative,4717
ORXH42  ,ORXH42   - HPV Type 42,3,Not evaluated,333
ORXH42  ,ORXH42   - HPV Type 42,.,Missing,0
ORXH45  ,ORXH45   - HPV Type 45,1,Positive,4
ORXH45  ,ORXH45   - HPV Type 45,2,Negative,4720
ORXH45  ,ORXH45   - HPV Type 45,3,Not evaluated,333
ORXH45  ,ORXH45   - HPV Type 45,.,Missing,0
ORXH51  ,ORXH51   - HPV Type 51,1,Positive,13
ORXH51  ,ORXH51   - HPV Type 51,2,Negative,4711
ORXH51  ,ORXH51   - HPV Type 51,3,Not evaluated,333
ORXH51  ,ORXH51   - HPV Type 51,.,Missing,0
ORXH52  ,ORXH52   - HPV Type 52,1,Positive,8
ORXH52  ,ORXH52   - HPV Type 52,2,Negative,4716
ORXH52  ,ORXH52   - HPV Type 52,3,Not evaluated,333
ORXH52  ,ORXH52   - HPV Type 52,.,Missing,0
ORXH53  ,ORXH53   - HPV Type 53,1,Positive,17
ORXH53  ,ORXH53   - HPV Type 53,2,Negative,4707
ORXH53  ,ORXH53   - HPV Type 53,3,Not evaluated,333
ORXH53  ,ORXH53   - HPV Type 53,.,Missing,0
ORXH54  ,ORXH54   - HPV Type 54,1,Positive,3
ORXH54  ,ORXH54   - HPV Type 54,2,Negative,4721
ORXH54  ,ORXH54   - HPV Type 54,3,Not evaluated,333
ORXH54  ,ORXH54   - HPV Type 54,.,Missing,0
ORXH55  ,ORXH55   - HPV Type 55,1,Positive,33
ORXH55  ,ORXH55   - HPV Type 55,2,Negative,4691
ORXH55  ,ORXH55   - HPV Type 55,3,Not evaluated,333
ORXH55  ,ORXH55   - HPV Type 55,.,Missing,0
ORXH56  ,ORXH56   - HPV Type 56,1,Positive,17
ORXH56  ,ORXH56   - HPV Type 56,2,Negative,4707
ORXH56  ,ORXH56   - HPV Type 56,3,Not evaluated,333
ORXH56  ,ORXH56   - HPV Type 56,.,Missing,0
ORXH58  ,ORXH58   - HPV Type 58,1,Positive,7
ORXH58  ,ORXH58   - HPV Type 58,2,Negative,4717
ORXH58  ,ORXH58   - HPV Type 58,3,Not evaluated,333
ORXH58  ,ORXH58   - HPV Type 58,.,Missing,0
ORXH59  ,ORXH59   - HPV Type 59,1,Positive,29
ORXH59  ,ORXH59   - HPV Type 59,2,Negative,4695
ORXH59  ,ORXH59   - HPV Type 59,3,Not evaluated,333
ORXH59  ,ORXH59   - HPV Type 59,.,Missing,0
ORXH61  ,ORXH61   - HPV Type 61,1,Positive,23
ORXH61  ,ORXH61   - HPV Type 61,2,Negative,4701
ORXH61  ,ORXH61   - HPV Type 61,3,Not evaluated,333
ORXH61  ,ORXH61   - HPV Type 61,.,Missing,0
ORXH62  ,ORXH62   - HPV Type 62,1,Positive,39
ORXH62  ,ORXH62   - HPV Type 62,2,Negative,4685
ORXH62  ,ORXH62   - HPV Type 62,3,Not evaluated,333
ORXH62  ,ORXH62   - HPV Type 62,.,Missing,0
ORXH64  ,ORXH64   - HPV Type 64,1,Positive,0
ORXH64  ,ORXH64   - HPV Type 64,2,Negative,4724
ORXH64  ,ORXH64   - HPV Type 64,3,Not evaluated,333
ORXH64  ,ORXH64   - HPV Type 64,.,Missing,0
ORXH66  ,ORXH66   - HPV Type 66,1,Positive,25
ORXH66  ,ORXH66   - HPV Type 66,2,Negative,4699
ORXH66  ,ORXH66   - HPV Type 66,3,Not evaluated,333
ORXH66  ,ORXH66   - HPV Type 66,.,Missing,0
ORXH67  ,ORXH67   - HPV Type 67,1,Positive,2
ORXH67  ,ORXH67   - HPV Type 67,2,Negative,4722
ORXH67  ,ORXH67   - HPV Type 67,3,Not evaluated,333
ORXH67  ,ORXH67   - HPV Type 67,.,Missing,0
ORXH68  ,ORXH68   - HPV Type 68,1,Positive,5
ORXH68  ,ORXH68   - HPV Type 68,2,Negative,4719
ORXH68  ,ORXH68   - HPV Type 68,3,Not evaluated,333
ORXH68  ,ORXH68   - HPV Type 68,.,Missing,0
ORXH69  ,ORXH69   - HPV Type 69,1,Positive,6
ORXH69  ,ORXH69   - HPV Type 69,2,Negative,4718
ORXH69  ,ORXH69   - HPV Type 69,3,Not evaluated,333
ORXH69  ,ORXH69   - HPV Type 69,.,Missing,0
ORXH70  ,ORXH70   - HPV Type 70,1,Positive,3
ORXH70  ,ORXH70   - HPV Type 70,2,Negative,4721
ORXH70  ,ORXH70   - HPV Type 70,3,Not evaluated,333
ORXH70  ,ORXH70   - HPV Type 70,.,Missing,0
ORXH71  ,ORXH71   - HPV Type 71,1,Positive,7
ORXH71  ,ORXH71   - HPV Type 71,2,Negative,4717
ORXH71  ,ORXH71   - HPV Type 71,3,Not evaluated,333
ORXH71  ,ORXH71   - HPV Type 71,.,Missing,0
ORXH72  ,ORXH72   - HPV Type 72,1,Positive,21
ORXH72  ,ORXH72   - HPV Type 72,2,Negative,4703
ORXH72  ,ORXH72   - HPV Type 72,3,Not evaluated,333
ORXH72  ,ORXH72   - HPV Type 72,.,Missing,0
ORXH73  ,ORXH73   - HPV Type 73,1,Positive,9
ORXH73  ,ORXH73   - HPV Type 73,2,Negative,4715
ORXH73  ,ORXH73   - HPV Type 73,3,Not evaluated,333
ORXH73  ,ORXH73   - HPV Type 73,.,Missing,0
ORXH81  ,ORXH81   - HPV Type 81,1,Positive,11
ORXH81  ,ORXH81   - HPV Type 81,2,Negative,4713
ORXH81  ,ORXH81   - HPV Type 81,3,Not evaluated,333
ORXH81  ,ORXH81   - HPV Type 81,.,Missing,0
ORXH82  ,ORXH82   - HPV Type 82,1,Positive,2
ORXH82  ,ORXH82   - HPV Type 82,2,Negative,4722
ORXH82  ,ORXH82   - HPV Type 82,3,Not evaluated,333
ORXH82  ,ORXH82   - HPV Type 82,.,Missing,0
ORXH83  ,ORXH83   - HPV Type 83,1,Positive,12
ORXH83  ,ORXH83   - HPV Type 83,2,Negative,4712
ORXH83  ,ORXH83   - HPV Type 83,3,Not evaluated,333
ORXH83  ,ORXH83   - HPV Type 83,.,Missing,0
ORXH84  ,ORXH84   - HPV Type 84,1,Positive,29
ORXH84  ,ORXH84   - HPV Type 84,2,Negative,4695
ORXH84  ,ORXH84   - HPV Type 84,3,Not evaluated,333
ORXH84  ,ORXH84   - HPV Type 84,.,Missing,0
ORXHPC  ,ORXHPC   - HPV CP 6108,1,Positive,14
ORXHPC  ,ORXHPC   - HPV CP 6108,2,Negative,4710
ORXHPC  ,ORXHPC   - HPV CP 6108,3,Not evaluated,333
ORXHPC  ,ORXHPC   - HPV CP 6108,.,Missing,0
ORXHPI  ,ORXHPI   - HPV Type IS39,1,Positive,3
ORXHPI  ,ORXHPI   - HPV Type IS39,2,Negative,4721
ORXHPI  ,ORXHPI   - HPV Type IS39,3,Not evaluated,333
ORXHPI  ,ORXHPI   - HPV Type IS39,.,Missing,0
ORXHPV  ,ORXHPV   - Oral HPV Result,1,Positive,359
ORXHPV  ,ORXHPV   - Oral HPV Result,2,Negative,4365
ORXHPV  ,ORXHPV   - Oral HPV Result,3,Not evaluated,333
ORXHPV  ,ORXHPV   - Oral HPV Result,.,Missing,0
LBXHP2C,LBXHP2C - Cobas HPV Swab High Risk,1,Positive,409
LBXHP2C,LBXHP2C - Cobas HPV Swab High Risk,2,Negative,1528
LBXHP2C,LBXHP2C - Cobas HPV Swab High Risk,3,Inadequate,58
LBXHP2C,LBXHP2C - Cobas HPV Swab High Risk,.,Missing,169
LBDRPCR,LBDRPCR - Roche HPV linear array summary result,1,Positive,852
LBDRPCR,LBDRPCR - Roche HPV linear array summary result,2,Negative,1133
LBDRPCR,LBDRPCR - Roche HPV linear array summary result,3,Inadequate,10
LBDRPCR,LBDRPCR - Roche HPV linear array summary result,.,Missing,169
LBDRHP,LBDRHP - Roche LA high positive globin control,1,Positive,1977
LBDRHP,LBDRHP - Roche LA high positive globin control,2,Negative,8
LBDRHP,LBDRHP - Roche LA high positive globin control,.,Missing,179
LBDRLP,LBDRLP - Roche LA low positive globin control,1,Positive,1931
LBDRLP,LBDRLP - Roche LA low positive globin control,2,Negative,54
LBDRLP,LBDRLP - Roche LA low positive globin control,.,Missing,179
LBDR06,LBDR06 - HPV type 6,1,Positive,20
LBDR06,LBDR06 - HPV type 6,2,Negative,1965
LBDR06,LBDR06 - HPV type 6,3,Inadequate,10
LBDR06,LBDR06 - HPV type 6,.,Missing,169
LBDR11,LBDR11 - HPV type 11,1,Positive,5
LBDR11,LBDR11 - HPV type 11,2,Negative,1980
LBDR11,LBDR11 - HPV type 11,3,Inadequate,10
LBDR11,LBDR11 - HPV type 11,.,Missing,169
LBDR16,LBDR16 - HPV type 16,1,Positive,62
LBDR16,LBDR16 - HPV type 16,2,Negative,1923
LBDR16,LBDR16 - HPV type 16,3,Inadequate,10
LBDR16,LBDR16 - HPV type 16,.,Missing,169
LBDR18,LBDR18 - HPV type 18,1,Positive,33
LBDR18,LBDR18 - HPV type 18,2,Negative,1952
LBDR18,LBDR18 - HPV type 18,3,Inadequate,10
LBDR18,LBDR18 - HPV type 18,.,Missing,169
LBDR26,LBDR26 - HPV type 26,1,Positive,3
LBDR26,LBDR26 - HPV type 26,2,Negative,1982
LBDR26,LBDR26 - HPV type 26,3,Inadequate,10
LBDR26,LBDR26 - HPV type 26,.,Missing,169
LBDR31,LBDR31 - HPV type 31,1,Positive,32
LBDR31,LBDR31 - HPV type 31,2,Negative,1953
LBDR31,LBDR31 - HPV type 31,3,Inadequate,10
LBDR31,LBDR31 - HPV type 31,.,Missing,169
LBDR33,LBDR33 - HPV type 33,1,Positive,12
LBDR33,LBDR33 - HPV type 33,2,Negative,1973
LBDR33,LBDR33 - HPV type 33,3,Inadequate,10
LBDR33,LBDR33 - HPV type 33,.,Missing,169
LBDR35,LBDR35 - HPV type 35,1,Positive,30
LBDR35,LBDR35 - HPV type 35,2,Negative,1955
LBDR35,LBDR35 - HPV type 35,3,Inadequate,10
LBDR35,LBDR35 - HPV type 35,.,Missing,169
LBDR39,LBDR39 - HPV type 39,1,Positive,53
LBDR39,LBDR39 - HPV type 39,2,Negative,1932
LBDR39,LBDR39 - HPV type 39,3,Inadequate,10
LBDR39,LBDR39 - HPV type 39,.,Missing,169
LBDR40,LBDR40 - HPV type 40,1,Positive,13
LBDR40,LBDR40 - HPV type 40,2,Negative,1972
LBDR40,LBDR40 - HPV type 40,3,Inadequate,10
LBDR40,LBDR40 - HPV type 40,.,Missing,169
LBDR42,LBDR42 - HPV type 42,1,Positive,39
LBDR42,LBDR42 - HPV type 42,2,Negative,1946
LBDR42,LBDR42 - HPV type 42,3,Inadequate,10
LBDR42,LBDR42 - HPV type 42,.,Missing,169
LBDR45,LBDR45 - HPV type 45,1,Positive,45
LBDR45,LBDR45 - HPV type 45,2,Negative,1940
LBDR45,LBDR45 - HPV type 45,3,Inadequate,10
LBDR45,LBDR45 - HPV type 45,.,Missing,169
LBDR51,LBDR51 - HPV type 51,1,Positive,68
LBDR51,LBDR51 - HPV type 51,2,Negative,1917
LBDR51,LBDR51 - HPV type 51,3,Inadequate,10
LBDR51,LBDR51 - HPV type 51,.,Missing,169
LBDR52,LBDR52 - HPV type 52,1,Positive,60
LBDR52,LBDR52 - HPV type 52,2,Negative,1925
LBDR52,LBDR52 - HPV type 52,3,Inadequate,10
LBDR52,LBDR52 - HPV type 52,.,Missing,169
LBDR53,LBDR53 - HPV type 53,1,Positive,123
LBDR53,LBDR53 - HPV type 53,2,Negative,1862
LBDR53,LBDR53 - HPV type 53,3,Inadequate,10
LBDR53,LBDR53 - HPV type 53,.,Missing,169
LBDR54,LBDR54 - HPV type 54,1,Positive,102
LBDR54,LBDR54 - HPV type 54,2,Negative,1883
LBDR54,LBDR54 - HPV type 54,3,Inadequate,10
LBDR54,LBDR54 - HPV type 54,.,Missing,169
LBDR55,LBDR55 - HPV type 55,1,Positive,59
LBDR55,LBDR55 - HPV type 55,2,Negative,1926
LBDR55,LBDR55 - HPV type 55,3,Inadequate,10
LBDR55,LBDR55 - HPV type 55,.,Missing,169
LBDR56,LBDR56 - HPV type 56,1,Positive,42
LBDR56,LBDR56 - HPV type 56,2,Negative,1943
LBDR56,LBDR56 - HPV type 56,3,Inadequate,10
LBDR56,LBDR56 - HPV type 56,.,Missing,169
LBDR58,LBDR58 - HPV type 58,1,Positive,32
LBDR58,LBDR58 - HPV type 58,2,Negative,1953
LBDR58,LBDR58 - HPV type 58,3,Inadequate,10
LBDR58,LBDR58 - HPV type 58,.,Missing,169
LBDR59,LBDR59 - HPV type 59,1,Positive,50
LBDR59,LBDR59 - HPV type 59,2,Negative,1935
LBDR59,LBDR59 - HPV type 59,3,Inadequate,10
