short_title,title,code or value,description,count,Lookup,Column
INQ030,INQ030 - Income from Social Security or RR,1,Yes,2218,INQ030_1,INQ030_Yes
INQ030,INQ030 - Income from Social Security or RR,2,No,7804,INQ030_2,INQ030_No
INQ030,INQ030 - Income from Social Security or RR,7,Refused,21,INQ030_7,INQ030_Refused
INQ030,INQ030 - Income from Social Security or RR,9,Don't know,9,INQ030_9,INQ030_Don't know
INQ030,INQ030 - Income from Social Security or RR,.,Missing,123,INQ030_.,INQ030_Missing
INQ060,INQ060 - Income from other disability pension,1,Yes,754,INQ060_1,INQ060_Yes
INQ060,INQ060 - Income from other disability pension,2,No,9269,INQ060_2,INQ060_No
INQ060,INQ060 - Income from other disability pension,7,Refused,24,INQ060_7,INQ060_Refused
INQ060,INQ060 - Income from other disability pension,9,Don't know,5,INQ060_9,INQ060_Don't know
INQ060,INQ060 - Income from other disability pension,.,Missing,123,INQ060_.,INQ060_Missing
INQ080,INQ080 - Income from retirement/survivor pension,1,Yes,1019,INQ080_1,INQ080_Yes
INQ080,INQ080 - Income from retirement/survivor pension,2,No,9011,INQ080_2,INQ080_No
INQ080,INQ080 - Income from retirement/survivor pension,7,Refused,20,INQ080_7,INQ080_Refused
INQ080,INQ080 - Income from retirement/survivor pension,9,Don't know,2,INQ080_9,INQ080_Don't know
INQ080,INQ080 - Income from retirement/survivor pension,.,Missing,123,INQ080_.,INQ080_Missing
INQ090,INQ090 - Income from Supplemental Security Income,1,Yes,710,INQ090_1,INQ090_Yes
INQ090,INQ090 - Income from Supplemental Security Income,2,No,9314,INQ090_2,INQ090_No
INQ090,INQ090 - Income from Supplemental Security Income,7,Refused,20,INQ090_7,INQ090_Refused
INQ090,INQ090 - Income from Supplemental Security Income,9,Don't know,8,INQ090_9,INQ090_Don't know
INQ090,INQ090 - Income from Supplemental Security Income,.,Missing,123,INQ090_.,INQ090_Missing
INQ132,INQ132 - Income from state/county cash assistance,1,Yes,623,INQ132_1,INQ132_Yes
INQ132,INQ132 - Income from state/county cash assistance,2,No,9398,INQ132_2,INQ132_No
INQ132,INQ132 - Income from state/county cash assistance,7,Refused,26,INQ132_7,INQ132_Refused
INQ132,INQ132 - Income from state/county cash assistance,9,Don't know,5,INQ132_9,INQ132_Don't know
INQ132,INQ132 - Income from state/county cash assistance,.,Missing,123,INQ132_.,INQ132_Missing
INQ140,INQ140 - Income from interest/dividends or rental,1,Yes,2022,INQ140_1,INQ140_Yes
INQ140,INQ140 - Income from interest/dividends or rental,2,No,7990,INQ140_2,INQ140_No
INQ140,INQ140 - Income from interest/dividends or rental,7,Refused,29,INQ140_7,INQ140_Refused
INQ140,INQ140 - Income from interest/dividends or rental,9,Don't know,11,INQ140_9,INQ140_Don't know
INQ140,INQ140 - Income from interest/dividends or rental,.,Missing,123,INQ140_.,INQ140_Missing
INQ150,INQ150 - Income from other sources,1,Yes,1487,INQ150_1,INQ150_Yes
INQ150,INQ150 - Income from other sources,2,No,8546,INQ150_2,INQ150_No
INQ150,INQ150 - Income from other sources,7,Refused,16,INQ150_7,INQ150_Refused
INQ150,INQ150 - Income from other sources,9,Don't know,3,INQ150_9,INQ150_Don't know
INQ150,INQ150 - Income from other sources,.,Missing,123,INQ150_.,INQ150_Missing
IND235,IND235 - Monthly family income,1,$0 - $399,317,IND235_1,IND235_$0 - $399
IND235,IND235 - Monthly family income,2,$400 - $799,488,IND235_2,IND235_$400 - $799
IND235,IND235 - Monthly family income,3,$800 - $1249,1012,IND235_3,IND235_$800 - $1249
IND235,IND235 - Monthly family income,4,$1250 - $1649,789,IND235_4,IND235_$1250 - $1649
IND235,IND235 - Monthly family income,5,$1650 - $2099,863,IND235_5,IND235_$1650 - $2099
IND235,IND235 - Monthly family income,6,$2100 - $2899,981,IND235_6,IND235_$2100 - $2899
IND235,IND235 - Monthly family income,7,$2900 - $3749,1010,IND235_7,IND235_$2900 - $3749
IND235,IND235 - Monthly family income,8,$3750 - $4599,769,IND235_8,IND235_$3750 - $4599
IND235,IND235 - Monthly family income,9,$4600 - $5399,539,IND235_9,IND235_$4600 - $5399
IND235,IND235 - Monthly family income,10,$5400 - $6249,401,IND235_10,IND235_$5400 - $6249
IND235,IND235 - Monthly family income,11,$6250 - $8399,717,IND235_11,IND235_$6250 - $8399
IND235,IND235 - Monthly family income,12,$8400 and over,1223,IND235_12,IND235_$8400 and over
IND235,IND235 - Monthly family income,77,Refused,235,IND235_77,IND235_Refused
IND235,IND235 - Monthly family income,99,Don't know,462,IND235_99,IND235_Don't know
IND235,IND235 - Monthly family income,.,Missing,369,IND235_.,IND235_Missing
INDFMMPI,INDFMMPI - Family monthly poverty level index,0 to 4.97,Range of Values,8002,INDFMMPI_0 to 4.97,INDFMMPI_Range of Values
INDFMMPI,INDFMMPI - Family monthly poverty level index,5,Value greater than or equal to 5.00,1107,INDFMMPI_5,INDFMMPI_Value greater than or equal to 5.00
INDFMMPI,INDFMMPI - Family monthly poverty level index,.,Missing,1066,INDFMMPI_.,INDFMMPI_Missing
INDFMMPC,INDFMMPC - Family monthly poverty level category,1,Monthly poverty level index <= 1.30,4107,INDFMMPC_1,INDFMMPC_Monthly poverty level index <= 1.30
INDFMMPC,INDFMMPC - Family monthly poverty level category,2,1.30 < Monthly poverty level index <= 1.85,1329,INDFMMPC_2,INDFMMPC_1.30 < Monthly poverty level index <= 1.85
INDFMMPC,INDFMMPC - Family monthly poverty level category,3,Monthly poverty level index > 1.85,4189,INDFMMPC_3,INDFMMPC_Monthly poverty level index > 1.85
INDFMMPC,INDFMMPC - Family monthly poverty level category,7,Refused,63,INDFMMPC_7,INDFMMPC_Refused
INDFMMPC,INDFMMPC - Family monthly poverty level category,9,Don't Know,118,INDFMMPC_9,INDFMMPC_Don't Know
INDFMMPC,INDFMMPC - Family monthly poverty level category,.,Missing,369,INDFMMPC_.,INDFMMPC_Missing
INQ244,INQ244 - Family has savings more than $5000,1,Yes,486,INQ244_1,INQ244_Yes
INQ244,INQ244 - Family has savings more than $5000,2,No,4809,INQ244_2,INQ244_No
INQ244,INQ244 - Family has savings more than $5000,7,Refused,137,INQ244_7,INQ244_Refused
INQ244,INQ244 - Family has savings more than $5000,9,Don't know,82,INQ244_9,INQ244_Don't know
INQ244,INQ244 - Family has savings more than $5000,.,Missing,4661,INQ244_.,INQ244_Missing
IND247,IND247 - Total savings/cash assets for the family,1,Less than $500,4157,IND247_1,IND247_Less than $500
IND247,IND247 - Total savings/cash assets for the family,2,$501- $1000,269,IND247_2,IND247_$501- $1000
IND247,IND247 - Total savings/cash assets for the family,3,$1001-$2000,141,IND247_3,IND247_$1001-$2000
IND247,IND247 - Total savings/cash assets for the family,4,$2001-$3000,96,IND247_4,IND247_$2001-$3000
IND247,IND247 - Total savings/cash assets for the family,5,$3001-$4000,43,IND247_5,IND247_$3001-$4000
IND247,IND247 - Total savings/cash assets for the family,6,$4001-$5000,27,IND247_6,IND247_$4001-$5000
IND247,IND247 - Total savings/cash assets for the family,77,Refused,52,IND247_77,IND247_Refused
IND247,IND247 - Total savings/cash assets for the family,99,Don't know,24,IND247_99,IND247_Don't know
IND247,IND247 - Total savings/cash assets for the family,.,Missing,5366,IND247_.,IND247_Missing
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,1,Yes,187,KIQ022_1,KIQ022_Yes
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,2,No,5574,KIQ022_2,KIQ022_No
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,7,Refused,0,KIQ022_7,KIQ022_Refused
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,9,Don't know,8,KIQ022_9,KIQ022_Don't know
KIQ022,KIQ022 - Ever told you had weak/failing kidneys,.,Missing,0,KIQ022_.,KIQ022_Missing
KIQ025,KIQ025 - Received dialysis in past 12 months,1,Yes,20,KIQ025_1,KIQ025_Yes
KIQ025,KIQ025 - Received dialysis in past 12 months,2,No,167,KIQ025_2,KIQ025_No
KIQ025,KIQ025 - Received dialysis in past 12 months,7,Refused,0,KIQ025_7,KIQ025_Refused
KIQ025,KIQ025 - Received dialysis in past 12 months,9,Don't know,0,KIQ025_9,KIQ025_Don't know
KIQ025,KIQ025 - Received dialysis in past 12 months,.,Missing,5582,KIQ025_.,KIQ025_Missing
KIQ026,KIQ026 - Ever had kidney stones?,1,Yes,535,KIQ026_1,KIQ026_Yes
KIQ026,KIQ026 - Ever had kidney stones?,2,No,5223,KIQ026_2,KIQ026_No
KIQ026,KIQ026 - Ever had kidney stones?,7,Refused,0,KIQ026_7,KIQ026_Refused
KIQ026,KIQ026 - Ever had kidney stones?,9,Don't know,11,KIQ026_9,KIQ026_Don't know
KIQ026,KIQ026 - Ever had kidney stones?,.,Missing,0,KIQ026_.,KIQ026_Missing
KID028,KID028 - How many times passed a kidney stone?,0 to 24,Range of Values,520,KID028_0 to 24,KID028_Range of Values
KID028,KID028 - How many times passed a kidney stone?,777,Refused,0,KID028_777,KID028_Refused
KID028,KID028 - How many times passed a kidney stone?,999,Don't know,15,KID028_999,KID028_Don't know
KID028,KID028 - How many times passed a kidney stone?,.,Missing,5234,KID028_.,KID028_Missing
KIQ005,KIQ005 - How often have urinary leakage,1,"never,",3513,KIQ005_1,"KIQ005_never,"
KIQ005,KIQ005 - How often have urinary leakage,2,"less than once a month,",463,KIQ005_2,"KIQ005_less than once a month,"
KIQ005,KIQ005 - How often have urinary leakage,3,"a few times a month,",526,KIQ005_3,"KIQ005_a few times a month,"
KIQ005,KIQ005 - How often have urinary leakage,4,"a few times a week, or",293,KIQ005_4,"KIQ005_a few times a week, or"
KIQ005,KIQ005 - How often have urinary leakage,5,every day and/or night?,295,KIQ005_5,KIQ005_every day and/or night?
KIQ005,KIQ005 - How often have urinary leakage,7,Refused,2,KIQ005_7,KIQ005_Refused
KIQ005,KIQ005 - How often have urinary leakage,9,Don't know,4,KIQ005_9,KIQ005_Don't know
KIQ005,KIQ005 - How often have urinary leakage,.,Missing,673,KIQ005_.,KIQ005_Missing
KIQ010,KIQ010 - How much urine lose each time?,1,"drops,",1057,KIQ010_1,"KIQ010_drops,"
KIQ010,KIQ010 - How much urine lose each time?,2,"small splashes, or",341,KIQ010_2,"KIQ010_small splashes, or"
KIQ010,KIQ010 - How much urine lose each time?,3,more?,170,KIQ010_3,KIQ010_more?
KIQ010,KIQ010 - How much urine lose each time?,7,Refused,1,KIQ010_7,KIQ010_Refused
KIQ010,KIQ010 - How much urine lose each time?,9,Don't know,8,KIQ010_9,KIQ010_Don't know
KIQ010,KIQ010 - How much urine lose each time?,.,Missing,4192,KIQ010_.,KIQ010_Missing
KIQ042,KIQ042 - Leak urine during physical activities,1,Yes,1169,KIQ042_1,KIQ042_Yes
KIQ042,KIQ042 - Leak urine during physical activities,2,No,3920,KIQ042_2,KIQ042_No
KIQ042,KIQ042 - Leak urine during physical activities,7,Refused,1,KIQ042_7,KIQ042_Refused
KIQ042,KIQ042 - Leak urine during physical activities,9,Don't know,6,KIQ042_9,KIQ042_Don't know
KIQ042,KIQ042 - Leak urine during physical activities,.,Missing,673,KIQ042_.,KIQ042_Missing
KIQ430,KIQ430 - How frequently does this occur?,1,"less than once a month,",523,KIQ430_1,"KIQ430_less than once a month,"
KIQ430,KIQ430 - How frequently does this occur?,2,"a few times a month,",350,KIQ430_2,"KIQ430_a few times a month,"
KIQ430,KIQ430 - How frequently does this occur?,3,"a few times a week, or",188,KIQ430_3,"KIQ430_a few times a week, or"
KIQ430,KIQ430 - How frequently does this occur?,4,every day and/or night?,105,KIQ430_4,KIQ430_every day and/or night?
KIQ430,KIQ430 - How frequently does this occur?,7,Refused,0,KIQ430_7,KIQ430_Refused
KIQ430,KIQ430 - How frequently does this occur?,9,Don't know,3,KIQ430_9,KIQ430_Don't know
KIQ430,KIQ430 - How frequently does this occur?,.,Missing,4600,KIQ430_.,KIQ430_Missing
KIQ044,KIQ044 - Urinated before reaching the toilet,1,Yes,1087,KIQ044_1,KIQ044_Yes
KIQ044,KIQ044 - Urinated before reaching the toilet,2,No,3998,KIQ044_2,KIQ044_No
KIQ044,KIQ044 - Urinated before reaching the toilet,7,Refused,1,KIQ044_7,KIQ044_Refused
KIQ044,KIQ044 - Urinated before reaching the toilet,9,Don't know,9,KIQ044_9,KIQ044_Don't know
KIQ044,KIQ044 - Urinated before reaching the toilet,.,Missing,674,KIQ044_.,KIQ044_Missing
KIQ450,KIQ450 - How frequently does this occur?,1,"less than once a month,",459,KIQ450_1,"KIQ450_less than once a month,"
KIQ450,KIQ450 - How frequently does this occur?,2,"a few times a month,",347,KIQ450_2,"KIQ450_a few times a month,"
KIQ450,KIQ450 - How frequently does this occur?,3,"a few times a week, or",163,KIQ450_3,"KIQ450_a few times a week, or"
KIQ450,KIQ450 - How frequently does this occur?,4,every day and/or night?,114,KIQ450_4,KIQ450_every day and/or night?
KIQ450,KIQ450 - How frequently does this occur?,7,Refused,0,KIQ450_7,KIQ450_Refused
KIQ450,KIQ450 - How frequently does this occur?,9,Don't know,4,KIQ450_9,KIQ450_Don't know
KIQ450,KIQ450 - How frequently does this occur?,.,Missing,4682,KIQ450_.,KIQ450_Missing
KIQ046,KIQ046 - Leak urine during nonphysical activities,1,Yes,468,KIQ046_1,KIQ046_Yes
KIQ046,KIQ046 - Leak urine during nonphysical activities,2,No,4620,KIQ046_2,KIQ046_No
KIQ046,KIQ046 - Leak urine during nonphysical activities,7,Refused,1,KIQ046_7,KIQ046_Refused
KIQ046,KIQ046 - Leak urine during nonphysical activities,9,Don't know,7,KIQ046_9,KIQ046_Don't know
KIQ046,KIQ046 - Leak urine during nonphysical activities,.,Missing,673,KIQ046_.,KIQ046_Missing
KIQ470,KIQ470 - How frequently does this occur?,1,"less than once a month,",134,KIQ470_1,"KIQ470_less than once a month,"
KIQ470,KIQ470 - How frequently does this occur?,2,"a few times a month,",145,KIQ470_2,"KIQ470_a few times a month,"
KIQ470,KIQ470 - How frequently does this occur?,3,"a few times a week, or",100,KIQ470_3,"KIQ470_a few times a week, or"
KIQ470,KIQ470 - How frequently does this occur?,4,every day and/or night?,89,KIQ470_4,KIQ470_every day and/or night?
KIQ470,KIQ470 - How frequently does this occur?,7,Refused,0,KIQ470_7,KIQ470_Refused
KIQ470,KIQ470 - How frequently does this occur?,9,Don't know,0,KIQ470_9,KIQ470_Don't know
KIQ470,KIQ470 - How frequently does this occur?,.,Missing,5301,KIQ470_.,KIQ470_Missing
KIQ050,KIQ050 - How much did urine leakage bother you,1,"Not at all,",574,KIQ050_1,"KIQ050_Not at all,"
KIQ050,KIQ050 - How much did urine leakage bother you,2,"only a little,",636,KIQ050_2,"KIQ050_only a little,"
KIQ050,KIQ050 - How much did urine leakage bother you,3,"somewhat,",326,KIQ050_3,"KIQ050_somewhat,"
KIQ050,KIQ050 - How much did urine leakage bother you,4,"very much, or",179,KIQ050_4,"KIQ050_very much, or"
KIQ050,KIQ050 - How much did urine leakage bother you,5,greatly,114,KIQ050_5,KIQ050_greatly
KIQ050,KIQ050 - How much did urine leakage bother you,7,Refused,0,KIQ050_7,KIQ050_Refused
KIQ050,KIQ050 - How much did urine leakage bother you,9,Don't know,1,KIQ050_9,KIQ050_Don't know
KIQ050,KIQ050 - How much did urine leakage bother you,.,Missing,3939,KIQ050_.,KIQ050_Missing
KIQ052,KIQ052 - How much were daily activities affected,1,"Not at all,",1201,KIQ052_1,"KIQ052_Not at all,"
KIQ052,KIQ052 - How much were daily activities affected,2,"only a little,",394,KIQ052_2,"KIQ052_only a little,"
KIQ052,KIQ052 - How much were daily activities affected,3,"somewhat,",140,KIQ052_3,"KIQ052_somewhat,"
KIQ052,KIQ052 - How much were daily activities affected,4,"very much, or",67,KIQ052_4,"KIQ052_very much, or"
KIQ052,KIQ052 - How much were daily activities affected,5,greatly,27,KIQ052_5,KIQ052_greatly
KIQ052,KIQ052 - How much were daily activities affected,7,Refused,0,KIQ052_7,KIQ052_Refused
KIQ052,KIQ052 - How much were daily activities affected,9,Don't know,0,KIQ052_9,KIQ052_Don't know
KIQ052,KIQ052 - How much were daily activities affected,.,Missing,3940,KIQ052_.,KIQ052_Missing
KIQ480,KIQ480 - How many times urinate in night?,0,0,1544,KIQ480_0,KIQ480_0
KIQ480,KIQ480 - How many times urinate in night?,1,1,1941,KIQ480_1,KIQ480_1
KIQ480,KIQ480 - How many times urinate in night?,2,2,947,KIQ480_2,KIQ480_2
KIQ480,KIQ480 - How many times urinate in night?,3,3,431,KIQ480_3,KIQ480_3
KIQ480,KIQ480 - How many times urinate in night?,4,4,123,KIQ480_4,KIQ480_4
KIQ480,KIQ480 - How many times urinate in night?,5,5 or more?,106,KIQ480_5,KIQ480_5 or more?
KIQ480,KIQ480 - How many times urinate in night?,7,Refused,0,KIQ480_7,KIQ480_Refused
KIQ480,KIQ480 - How many times urinate in night?,9,Don't know,3,KIQ480_9,KIQ480_Don't know
KIQ480,KIQ480 - How many times urinate in night?,.,Missing,674,KIQ480_.,KIQ480_Missing
MCQ010,MCQ010   - Ever been told you have asthma,1,Yes,1538,MCQ010_1,MCQ010_Yes
MCQ010,MCQ010   - Ever been told you have asthma,2,No,8222,MCQ010_2,MCQ010_No
MCQ010,MCQ010   - Ever been told you have asthma,7,Refused,1,MCQ010_7,MCQ010_Refused
MCQ010,MCQ010   - Ever been told you have asthma,9,Don't know,8,MCQ010_9,MCQ010_Don't know
MCQ010,MCQ010   - Ever been told you have asthma,.,Missing,1,MCQ010_.,MCQ010_Missing
MCQ025,MCQ025   - Age when first had asthma,1 to 78,Range of Values,1507,MCQ025_1 to 78,MCQ025_Range of Values
MCQ025,MCQ025   - Age when first had asthma,80,80 years or older,6,MCQ025_80,MCQ025_80 years or older
MCQ025,MCQ025   - Age when first had asthma,77777,Refused,0,MCQ025_77777,MCQ025_Refused
MCQ025,MCQ025   - Age when first had asthma,99999,Don't know,25,MCQ025_99999,MCQ025_Don't know
MCQ025,MCQ025   - Age when first had asthma,.,Missing,8232,MCQ025_.,MCQ025_Missing
MCQ035,MCQ035   - Still have asthma,1,Yes,939,MCQ035_1,MCQ035_Yes
MCQ035,MCQ035   - Still have asthma,2,No,582,MCQ035_2,MCQ035_No
MCQ035,MCQ035   - Still have asthma,7,Refused,0,MCQ035_7,MCQ035_Refused
MCQ035,MCQ035   - Still have asthma,9,Don't know,17,MCQ035_9,MCQ035_Don't know
MCQ035,MCQ035   - Still have asthma,.,Missing,8232,MCQ035_.,MCQ035_Missing
MCQ040,MCQ040   - Had asthma attack in past year,1,Yes,464,MCQ040_1,MCQ040_Yes
MCQ040,MCQ040   - Had asthma attack in past year,2,No,473,MCQ040_2,MCQ040_No
MCQ040,MCQ040   - Had asthma attack in past year,7,Refused,0,MCQ040_7,MCQ040_Refused
MCQ040,MCQ040   - Had asthma attack in past year,9,Don't know,2,MCQ040_9,MCQ040_Don't know
MCQ040,MCQ040   - Had asthma attack in past year,.,Missing,8831,MCQ040_.,MCQ040_Missing
MCQ050,MCQ050   - Emergency care visit for asthma/past yr,1,Yes,193,MCQ050_1,MCQ050_Yes
MCQ050,MCQ050   - Emergency care visit for asthma/past yr,2,No,745,MCQ050_2,MCQ050_No
MCQ050,MCQ050   - Emergency care visit for asthma/past yr,7,Refused,0,MCQ050_7,MCQ050_Refused
MCQ050,MCQ050   - Emergency care visit for asthma/past yr,9,Don't know,1,MCQ050_9,MCQ050_Don't know
MCQ050,MCQ050   - Emergency care visit for asthma/past yr,.,Missing,8831,MCQ050_.,MCQ050_Missing
AGQ030,AGQ030   - Did SP have episode of hay fever/past yr,1,Yes,261,AGQ030_1,AGQ030_Yes
AGQ030,AGQ030   - Did SP have episode of hay fever/past yr,2,No,675,AGQ030_2,AGQ030_No
AGQ030,AGQ030   - Did SP have episode of hay fever/past yr,7,Refused,0,AGQ030_7,AGQ030_Refused
AGQ030,AGQ030   - Did SP have episode of hay fever/past yr,9,Don't know,3,AGQ030_9,AGQ030_Don't know
AGQ030,AGQ030   - Did SP have episode of hay fever/past yr,.,Missing,8831,AGQ030_.,AGQ030_Missing
MCQ053,MCQ053   - Taking treatment for anemia/past 3 mos,1,Yes,308,MCQ053_1,MCQ053_Yes
MCQ053,MCQ053   - Taking treatment for anemia/past 3 mos,2,No,9454,MCQ053_2,MCQ053_No
MCQ053,MCQ053   - Taking treatment for anemia/past 3 mos,7,Refused,1,MCQ053_7,MCQ053_Refused
MCQ053,MCQ053   - Taking treatment for anemia/past 3 mos,9,Don't know,6,MCQ053_9,MCQ053_Don't know
MCQ053,MCQ053   - Taking treatment for anemia/past 3 mos,.,Missing,1,MCQ053_.,MCQ053_Missing
MCQ070,MCQ070   - Ever been told you have psoriasis?,1,Yes,162,MCQ070_1,MCQ070_Yes
MCQ070,MCQ070   - Ever been told you have psoriasis?,2,No,6296,MCQ070_2,MCQ070_No
MCQ070,MCQ070   - Ever been told you have psoriasis?,7,Refused,0,MCQ070_7,MCQ070_Refused
MCQ070,MCQ070   - Ever been told you have psoriasis?,9,Don't know,6,MCQ070_9,MCQ070_Don't know
MCQ070,MCQ070   - Ever been told you have psoriasis?,.,Missing,3306,MCQ070_.,MCQ070_Missing
MCQ075,MCQ075   - Degree of Psoriasis,1,"little or no psoriasis,",88,MCQ075_1,"MCQ075_little or no psoriasis,"
MCQ075,MCQ075   - Degree of Psoriasis,2,"only a few patches (that could be covered ","by one or two palms of {your/his/her} ",MCQ075_2,"MCQ075_only a few patches (that could be covered "
MCQ075,MCQ075   - Degree of Psoriasis,3,"scattered patches (that could be covered ","between three and ten palms of {your/ ",MCQ075_3,"MCQ075_scattered patches (that could be covered "
MCQ075,MCQ075   - Degree of Psoriasis,4,"extensive psoriasis (covering large areas of ","the body, that would be more than ten ",MCQ075_4,"MCQ075_extensive psoriasis (covering large areas of "
MCQ075,MCQ075   - Degree of Psoriasis,7,Refused,0,MCQ075_7,MCQ075_Refused
MCQ075,MCQ075   - Degree of Psoriasis,9,Don't know,2,MCQ075_9,MCQ075_Don't know
MCQ075,MCQ075   - Degree of Psoriasis,.,Missing,9608,MCQ075_.,MCQ075_Missing
MCQ080,MCQ080   - Doctor ever said you were overweight,1,Yes,2154,MCQ080_1,MCQ080_Yes
MCQ080,MCQ080   - Doctor ever said you were overweight,2,No,4308,MCQ080_2,MCQ080_No
MCQ080,MCQ080   - Doctor ever said you were overweight,7,Refused,0,MCQ080_7,MCQ080_Refused
MCQ080,MCQ080   - Doctor ever said you were overweight,9,Don't know,2,MCQ080_9,MCQ080_Don't know
MCQ080,MCQ080   - Doctor ever said you were overweight,.,Missing,3306,MCQ080_.,MCQ080_Missing
MCQ082,MCQ082   - Ever been told you have celiac disease?,1,Yes,33,MCQ082_1,MCQ082_Yes
MCQ082,MCQ082   - Ever been told you have celiac disease?,2,No,8534,MCQ082_2,MCQ082_No
MCQ082,MCQ082   - Ever been told you have celiac disease?,7,Refused,0,MCQ082_7,MCQ082_Refused
MCQ082,MCQ082   - Ever been told you have celiac disease?,9,Don't know,5,MCQ082_9,MCQ082_Don't know
MCQ082,MCQ082   - Ever been told you have celiac disease?,.,Missing,1198,MCQ082_.,MCQ082_Missing
MCQ084,MCQ084   - Difficulties in thinking or remembering,1,Yes,318,MCQ084_1,MCQ084_Yes
MCQ084,MCQ084   - Difficulties in thinking or remembering,2,No,1521,MCQ084_2,MCQ084_No
MCQ084,MCQ084   - Difficulties in thinking or remembering,7,Refused,0,MCQ084_7,MCQ084_Refused
MCQ084,MCQ084   - Difficulties in thinking or remembering,9,Don't know,1,MCQ084_9,MCQ084_Don't know
MCQ084,MCQ084   - Difficulties in thinking or remembering,.,Missing,7930,MCQ084_.,MCQ084_Missing
MCQ086,MCQ086   - Are you on a gluten-free diet?,1,Yes,123,MCQ086_1,MCQ086_Yes
MCQ086,MCQ086   - Are you on a gluten-free diet?,2,No,8446,MCQ086_2,MCQ086_No
MCQ086,MCQ086   - Are you on a gluten-free diet?,7,Refused,0,MCQ086_7,MCQ086_Refused
MCQ086,MCQ086   - Are you on a gluten-free diet?,9,Don't know,3,MCQ086_9,MCQ086_Don't know
MCQ086,MCQ086   - Are you on a gluten-free diet?,.,Missing,1198,MCQ086_.,MCQ086_Missing
MCQ092,MCQ092   - Ever receive blood transfusion,1,Yes,732,MCQ092_1,MCQ092_Yes
MCQ092,MCQ092   - Ever receive blood transfusion,2,No,7782,MCQ092_2,MCQ092_No
MCQ092,MCQ092   - Ever receive blood transfusion,7,Refused,1,MCQ092_7,MCQ092_Refused
MCQ092,MCQ092   - Ever receive blood transfusion,9,Don't know,57,MCQ092_9,MCQ092_Don't know
MCQ092,MCQ092   - Ever receive blood transfusion,.,Missing,1198,MCQ092_.,MCQ092_Missing
MCD093,MCD093 - Year receive blood transfusion,1,Before 1972,128,MCD093_1,MCD093_Before 1972
MCD093,MCD093 - Year receive blood transfusion,2,1972 - 1991,187,MCD093_2,MCD093_1972 - 1991
MCD093,MCD093 - Year receive blood transfusion,3,1992 to present,388,MCD093_3,MCD093_1992 to present
MCD093,MCD093 - Year receive blood transfusion,7,Refused,1,MCD093_7,MCD093_Refused
MCD093,MCD093 - Year receive blood transfusion,9,Don't know,28,MCD093_9,MCD093_Don't know
MCD093,MCD093 - Year receive blood transfusion,.,Missing,9038,MCD093_.,MCD093_Missing
MCQ149,MCQ149   - Menstrual periods started yet?,1,Yes,38,MCQ149_1,MCQ149_Yes
MCQ149,MCQ149   - Menstrual periods started yet?,2,No,394,MCQ149_2,MCQ149_No
MCQ149,MCQ149   - Menstrual periods started yet?,7,Refused,0,MCQ149_7,MCQ149_Refused
MCQ149,MCQ149   - Menstrual periods started yet?,9,Don't know,0,MCQ149_9,MCQ149_Don't know
MCQ149,MCQ149   - Menstrual periods started yet?,.,Missing,9338,MCQ149_.,MCQ149_Missing
MCQ151,MCQ151   - Age at first menstrual period,8 to 11,Range of Values,38,MCQ151_8 to 11,MCQ151_Range of Values
MCQ151,MCQ151   - Age at first menstrual period,77,Refused,0,MCQ151_77,MCQ151_Refused
MCQ151,MCQ151   - Age at first menstrual period,99,Don't know,0,MCQ151_99,MCQ151_Don't know
MCQ151,MCQ151   - Age at first menstrual period,.,Missing,9732,MCQ151_.,MCQ151_Missing
MCQ160a,MCQ160a  - Doctor ever said you had arthritis,1,Yes,1508,MCQ160a_1,MCQ160a_Yes
MCQ160a,MCQ160a  - Doctor ever said you had arthritis,2,No,4248,MCQ160a_2,MCQ160a_No
MCQ160a,MCQ160a  - Doctor ever said you had arthritis,7,Refused,0,MCQ160a_7,MCQ160a_Refused
MCQ160a,MCQ160a  - Doctor ever said you had arthritis,9,Don't know,13,MCQ160a_9,MCQ160a_Don't know
MCQ160a,MCQ160a  - Doctor ever said you had arthritis,.,Missing,4001,MCQ160a_.,MCQ160a_Missing
MCQ180a,MCQ180a  - Age when told you had arthritis,1 to 79,Range of Values,1426,MCQ180a_1 to 79,MCQ180a_Range of Values
MCQ180a,MCQ180a  - Age when told you had arthritis,80,80 years or older,52,MCQ180a_80,MCQ180a_80 years or older
MCQ180a,MCQ180a  - Age when told you had arthritis,77777,Refused,0,MCQ180a_77777,MCQ180a_Refused
MCQ180a,MCQ180a  - Age when told you had arthritis,99999,Don't know,30,MCQ180a_99999,MCQ180a_Don't know
MCQ180a,MCQ180a  - Age when told you had arthritis,.,Missing,8262,MCQ180a_.,MCQ180a_Missing
MCQ195,MCQ195   - Which type of arthritis was it?,1,Osteoarthritis or degenerative arthritis,694,MCQ195_1,MCQ195_Osteoarthritis or degenerative arthritis
MCQ195,MCQ195   - Which type of arthritis was it?,2,Rheumatoid arthritis,254,MCQ195_2,MCQ195_Rheumatoid arthritis
MCQ195,MCQ195   - Which type of arthritis was it?,3,Psoriatic arthritis,21,MCQ195_3,MCQ195_Psoriatic arthritis
